"Quotation Report - Date : January-28, 2026 10:59 AM",,,,,,,,,,,,,
No,Number,Company,Date,Type,Client,Project Name,Description,Material,Material Code,Quo. Value,Cur.,MVL Contact,Status
6020,Q-1005-L4089,MACRO,10 Dec 2019,IQ,Khan C.C.,"Transportation-Ex.Works Italy To Kabul, Afghanistan/Kone Elevator","Transportation-Ex.Works Italy To Kabul, Afghanistan/Kone Elevator",Transportation,Logistics,8000,USD,Mahesh B.,Order
6021,Q-1192-F10126,FIRESTOP,10 Dec 2019,IQ,Southern F.C.,"Avenue Steak, Abudhabi",Supply Of DC333,Firestop/ DC 315,Fire,5670,AED,Arun stephen ,Quotation
6022,Q-1192-F9988B,FIRESTOP,10 Dec 2019,IQ,Apex T.C.,LPO NO.APX041912POH0121,INSS0285 DARK GREY,Firestop/ DC 315,Fire,441,AED,Samar T.,Order
6023,Q-1192-F10125,FIRESTOP,10 Dec 2019,IQ,Al H.I.,"PROPOSED B+G+7 UPPER FLOORS RESIDENTIAL APARTMENTS BUILDING, PLOT NO.: 1240187, AL MURAQQABATH, DUBAI, UAE.",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,35936.25,AED,Islam S.,Quotation
6024,RFQ-1569-O14,MACRO,10 Dec 2019,RFQ,4i A.S.,Head Office Requirement,PRIMAVERA P6 WITH SOFTWARE UPDATE AND SUPPORT FROM ORACLE,Computer Peripherals,Office Assets,8897.83,AED, ,Order
6025,Q-1192-F10124,FIRESTOP,09 Dec 2019,IQ,Al Q.G.,1176-B+G+4+R-AL MURAQQABAT # LPO 101903600,SUPPLY OF INSS1186 5G PAIL,Firestop/ DC 315,Fire,14962.5,AED,Islam S.,Order
6026,Q-1192-F10123,FIRESTOP,09 Dec 2019,IQ,New S.E.,"PROPOSED 2B+G+3+TYPICAL+R (SHOPPING CENTER & RESIDENTIAL), PLOT NO.: 3331386, AL BADA, DUBAI, UAE.",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,85606.5,AED,Muhammad N.,Quotation
6027,Q-1192-F10117A,FIRESTOP,09 Dec 2019,IQ,Pivot E.&.,"NAJMAT RESIDENTIAL TOWER, AL REEM ISLAND, ABU DHABI, UAE.",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,1029,AED,M.hassan ,Quotation
6028,RFQ-1192-V4295,FIRESTOP,09 Dec 2019,RFQ,Fujairah R.F.,MVL Firestop Suppy Of Rockwool,Slab Without Facing SXXX Density 64kg M3 Thickness 50mm Size 1.2 MtrX.6 Mtr (200 Sheet Or 144 Sq.m),Building Materials,Various,1968.62,AED, ,Order
6029,Q-1192-F10119A,FIRESTOP,08 Dec 2019,IQ,Think T.C.,FIRESTOPPING PROJECT,SUPPLY OF DC68,Firestop/ DC 315,Fire,409.5,AED,M.hassan ,Order
6030,Q-1192-F10122,FIRESTOP,08 Dec 2019,IQ,Al R.A.,Job No.522 # LPO 312,SUPPLY OF INSS2460 BLACK,Firestop/ DC 315,Fire,2887.5,AED,Samar T.,Order
6031,Q-1192-F10121,FIRESTOP,08 Dec 2019,IQ,Fibrex L.,Bellevue Towers (B+G+2P+22/23) PO #F-GRC-82258 PUR-17213-2020-R.0,SUPPLY OF INSS2460- CUSTOMIZED GRC COLOUR,Firestop/ DC 315,Fire,171360,AED,Islam S.,Quotation
6032,Q-1192-F10120,FIRESTOP,08 Dec 2019,IQ,Mihtab G.T.,"MOIHTAB TOWER, PROPOSED RESIDENTIAL BLDNG( G+5P+33) & APARTMENTS(G+5P+14)# LPO NO. MT/19/1227",SUPPLY OF INSS2460 BLACK,Firestop/ DC 315,Fire,28500,AED,Samar T.,Order
6033,Q-1192-F10119,FIRESTOP,05 Dec 2019,IQ,Think T.C.,FIRESTOPPING PROJECT,SUPPLY OF DC68,Firestop/ DC 315,Fire,136.5,AED,M.hassan ,Order
6034,Q-1192-F10118,FIRESTOP,05 Dec 2019,IQ,Unite T.,FIRESTOPPING PROJECT,Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,652.58,USD,Karim E.,Quotation
6035,Q-1192-F10093A,FIRESTOP,05 Dec 2019,IQ,Bahrain &.E.,HVAC Work At Al Ghadeer Phase-II # LPO 6716,"SUPPLY OF INSS1440, D64",Firestop/ DC 315,Fire,1806,AED,Habib B.,Order
6036,Q-1192-F9617B,FIRESTOP,05 Dec 2019,IQ,Al H.T.,LPO 554,SUPPLY OF INSS2460 BLACK,Firestop/ DC 315,Fire,10500,AED,Samar T.,Order
6037,Q-1192-F10117,FIRESTOP,05 Dec 2019,IQ,Pivot E.&.,"NAJMAT RESIDENTIAL TOWER, AL REEM ISLAND, ABU DHABI, UAE.",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,121993.2,AED,M.hassan ,Quotation
6038,Q-1192-F10116,FIRESTOP,04 Dec 2019,IQ,Power V.E.,"PROPOSED G+3 PRIVATE SCHOOL , AL WARQA FIRST , PLOT NO  4210684",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,20871.9,AED,Arun stephen ,Quotation
6039,Q-1192-F10115,FIRESTOP,04 Dec 2019,IQ,Al F.T.,FIRESTOPPING MATERIALS,SUPPLY OF DC68,Firestop/ DC 315,Fire,2409.75,AED,Karim E.,Order
6040,Q-1192-F10011C,FIRESTOP,04 Dec 2019,IQ,Kasco p.D.,"KASCO TOWER (2B+G+3P+19F+R), PLOT NO.: BB.B03.007, BUSINESS BAY, DUBAI, UAE.",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,3266.55,AED,Habib B.,Order
6041,Q-1192-F10114,FIRESTOP,04 Dec 2019,IQ,Eversafe C.L.,JOB 933-G+4 AND 925 G+7 # PO/19 ECL 1930,"SUPPLY OF INFS0812, D64",Firestop/ DC 315,Fire,3134.25,AED,Islam S.,Order
6042,Q-1192-F9923A,FIRESTOP,04 Dec 2019,IQ,Safety W.,ALI & SONS- AL SUFOUH MIXED USE  # LPO NO.1246,SUPPLY OF INSPECTION LABELS,Firestop/ DC 315,Fire,1837.5,AED,Samar T.,Order
6043,Q-1192-F10113,FIRESTOP,04 Dec 2019,IQ,Safety W.,OST-G+14 # PO 1245,SUPPLY OF CFS01,Firestop/ DC 315,Fire,2730,AED,Muhammad N.,Order
6044,RFQ-1192-F10112,FIRESTOP,04 Dec 2019,RFQ,Global F.I.,MVL Firestop Materials,Order No. GLOBAL-20191203-13,Firestop/ DC 315,Fire,7728,USD, ,Order
6045,Q-1192-F10111,FIRESTOP,04 Dec 2019,IQ,City C.C.,PROPOSED DEVELOPMENT ON PLOT NO: 3731116 @ AL BARSHA FIRST DUBAI,SUPPLY OF INSS1186,Firestop/ DC 315,Fire,935.55,AED,Islam S.,Quotation
6046,Q-1192-F10110,FIRESTOP,04 Dec 2019,IQ,Izone E.C.,"SHAMS MID - INCOME RESIDENTIAL APARTMENTS (4B+G+MZ+20 FLOORS )-PHASE 3 , REEM ISLAND , ABU DHABI , U.A.E TOWER B",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,125060.25,AED,Samer H.,Quotation
6047,Q-1192-F10109,FIRESTOP,04 Dec 2019,IQ,Izone E.C.,"SHAMS MID - INCOME RESIDENTIAL APARTMENTS (4B+G+MZ+19 FLOORS )-PHASE 3 , REEM ISLAND , ABU DHABI , U.A.E TOWER A",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,116149.95,AED,Samer H.,Quotation
6048,RFQ-3550-V4255,MVL Nepal,03 Dec 2019,RFQ,Katkuwa S.,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal",GODAWARI REBARS AND HONGSHI CEMENT,Building Materials,Various,8185758,NPR, ,Order
6049,RFQ-3550-V4254,MVL Nepal,03 Dec 2019,RFQ,Sashi I.U.,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal.",SASHI BRICKS,Building Materials,Various,950000,NPR, ,Order
6050,RFQ-3427-S9072,MACRO,28 Nov 2019,RFQ,Almarwad I.,"Contract No. W912D1-19-F-9002, Task Order No. 0011, Replace Building T-168 And T-171",ORD-3427-S9071.1 Additional SOW,Subcontract,Services,9520,USD, ,Order
6051,RFQ-1192-V4294,FIRESTOP,28 Nov 2019,RFQ,Adventz R.&.,MVL Firestop Warehouse,"Dismantling , Supply And Installation Of Racking System",Building Materials,Various,23520,AED, ,Order
6052,RFQ-3550-V4253,MVL Nepal,28 Nov 2019,RFQ,Seven P.S.,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal",Providing And Applying Termite Treatment Chemical,Building Materials,Various,450582.28,NPR, ,Order
6053,Q-1005-L4088,MACRO,28 Nov 2019,IQ,Abdul K.C.,"Transportation Of Steel Doors-FOB Tianjin To FPT1, Kabul","Transportation Of Steel Doors-FOB Tianjin To FPT1, Kabul",Transportation,Logistics,28400,USD, ,Order
6054,Q-1192-F10108,FIRESTOP,28 Nov 2019,IQ,Al S.N.,"P 140 G+4F+R RESIDENTIAL/COMMERCIAL BUILDING ON PLOT NO.3594687, # LPO 040435AL QUOZ 4",SUPPLY OF INSS1186 5G PAIL,Firestop/ DC 315,Fire,5775,AED,Islam S.,Order
6055,Q-1192-F10107,FIRESTOP,28 Nov 2019,IQ,Safety W.,OST# LPO 1239,SUPPLY OF INSS1440 5G PAIL,Firestop/ DC 315,Fire,2890.29,AED,Muhammad N.,Order
6056,Q-1192-F10062A,FIRESTOP,28 Nov 2019,IQ,Bahrain &.E.,"B+G+5+R, RESIDENTIAL BUILDING, JVC,  Dubai#LPO GO/128/SUP/CON/045",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,11762.1,AED,Habib B.,Order
6057,Q-1192-F10106A,FIRESTOP,27 Nov 2019,IQ,Al A.E.,"CONSTRUCTION OF (UG+G+4P+14F+R) RESIDENTIAL/ COMMERCIAL TOWER ,673-919 AT AL BARSHA SOUTH THIRD, DUBAI ( GARGASH PROJECT )",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,126026.72,AED,Islam S.,Quotation
6058,Q-1192-F10106,FIRESTOP,27 Nov 2019,IQ,Mag I.,"CONSTRUCTION OF (UG+G+4P+14F+R) RESIDENTIAL/ COMMERCIAL TOWER ,673-917 AT AL BARSHA SOUTH THIRD, DUBAI ( OWAIS  PROJECT )",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,149873.22,AED,Islam S.,Quotation
6059,Q-1192-F9676A,FIRESTOP,27 Nov 2019,IQ,Dubco C.L.,"LABOUR ACCOMMODATION BUILDING B+G+4+R, PLOT NO: 5992096# JEBELALI INDUSTRIAL AREA 1ST.# LPO Q4-18894",SUPPLY OF  MEP FIRESTOP MATERIALS,Firestop/ DC 315,Fire,10141.95,AED,Islam S.,Order
6060,Q-1192-F10075A,FIRESTOP,27 Nov 2019,IQ,Al S.E.,"P 129 . G+6+R RETAIL & RESIDENTIAL BUILDING ON PLOT NO. 6489161 AT WADI AL SAFA 5 , DUBAI",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,23854.56,AED,Islam S.,Order
6061,Q-1192-F10105,FIRESTOP,27 Nov 2019,IQ,Al T.T.,FIRESTOPPING PROJECT And ANCHOR BOLTS,SUPPLY OF INSS2460 & ANCHOR BOLTS,Firestop/ DC 315,Fire,98910,AED,Arun stephen ,Quotation
6062,Q-1192-F9994A,FIRESTOP,27 Nov 2019,IQ,Al Q.G.,1177-2B+G+M+7TYP- GHURAIR-MURAQQABAT # LPO NO. 101903463,SUPPLY OF INSS1186,Firestop/ DC 315,Fire,17456.25,AED,Islam S.,Order
6063,Q-1192-F10085A,FIRESTOP,27 Nov 2019,IQ,Al Q.G.,DUBAI SOUTH_THE PULSE BUILDING PO # 101903467,SUPPLY OF INSS0285 5G PAIL,Firestop/ DC 315,Fire,6825,AED,Islam S.,Order
6064,Q-1192-F10104,FIRESTOP,25 Nov 2019,IQ,Technomech E.W.,"J-78 Residential And Retail Building (B+G+4P+MC+22+R), Al Barsha South Fourth, PLOT No.: JVC14BHRA004# LPO NO. 11707-19","SUPPLY OF INSS1440,D120T50,FP05",Firestop/ DC 315,Fire,2265.9,AED,Muhammad N.,Order
6065,Q-1192-F10103,FIRESTOP,25 Nov 2019,IQ,Ashiyana C.C.,"G+4 COMM./RESIDENTIAL BUILDING, PLOT NO.6731184, AL ARJAAN, DUBAI, UAE.",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,52195.5,AED,Habib B.,Quotation
6066,Q-1192-F9932A,FIRESTOP,25 Nov 2019,IQ,Oxford A.&.,FIRESTOPPING,SUPPLY OF INSS2460 BLACK & WHITE_PO # 308/19,Firestop/ DC 315,Fire,20475,AED,Islam S.,Order
6067,Q-1192-F9139D,FIRESTOP,25 Nov 2019,IQ,La R.C.,Ali Alkabi Abu Dhabi LPO# 1857,SUPPLY OF INSS2460-600ml Black,Firestop/ DC 315,Fire,2992.5,AED,Samar T.,Order
6068,Q-1192-F10102,FIRESTOP,25 Nov 2019,IQ,Silver C.,FIRESTOPPING PROJECT,SUPPLY OF INSS2460,Firestop/ DC 315,Fire,94.5,AED,Samer H.,Quotation
6069,Q-1192-F10101,FIRESTOP,25 Nov 2019,IQ,Dihong I.F.,FIRESTOPPING PROJECT,SUPPLY OF CFS01,Firestop/ DC 315,Fire,7087.5,AED,Islam S.,Quotation
6070,Q-1192-F10100A,FIRESTOP,25 Nov 2019,IQ,Dubai P.L.,G+13 @ AL BARSHA,Supply Of Fire Stop Materials - CIVIL,Firestop/ DC 315,Fire,4284,AED,Arun stephen ,Quotation
6071,RFQ-1192-V4293,FIRESTOP,24 Nov 2019,RFQ,Fujairah R.F.,Supply Of Slab Without Facing (SXXX) Density: 64kg/m3 Thickness: 50mm Size: 1.2 Mtr*.6 Mtr = 400 Sheets,Slab Without Facing (SXXX) Density: 64kg/m3 Thickness: 50mm Size: 1.2 Mtr*.6 Mtr,Building Materials,Various,3937.25,AED, ,Order
6072,Q-1192-F10100,FIRESTOP,24 Nov 2019,IQ,Dubai P.L.,G+13 @ AL BARSHA LPO 53183,Supply Of Fire Stop Materials - CIVIL,Firestop/ DC 315,Fire,29925,AED,Arun stephen ,Order
6073,Q-1192-F10099,FIRESTOP,24 Nov 2019,IQ,Delta A.C.,ANCHOR BOLTS- INDEX MTP-A4,SUPPLY OF INDEX MTP-A4 ANCHOR BOLTS,Firestop/ DC 315,Fire,498.75,AED,Islam S.,Order
6074,Q-1192-F10098,FIRESTOP,24 Nov 2019,IQ,Integrated S.G.,ADNOC Gas Processing -Ruwais Project,"SUPPLY OF DC3150, DC6150",Firestop/ DC 315,Fire,3202.5,AED,M.hassan ,Quotation
6075,Q-1192-F10097,FIRESTOP,24 Nov 2019,IQ,Joy T.E.,ADNOC GAS PROCESSING,"SUPPLY OF DC310, DC6150",Firestop/ DC 315,Fire,6405,AED,M.hassan ,Quotation
6076,RFQ-1192-F10096,FIRESTOP,24 Nov 2019,RFQ,Global F.I.,Order No. GLOBAL-20191122-12,Order No. GLOBAL-20191122-12,Firestop/ DC 315,Fire,31401,USD, ,Order
6077,Q-1192-F10095,FIRESTOP,21 Nov 2019,IQ,Al A.E.,ANCHOR AND BOLTS,SUPPLY OF ANCHORS,Firestop/ DC 315,Fire,6.89,AED,Islam S.,Quotation
6078,RFQ-3550-V4252,MVL Nepal,21 Nov 2019,RFQ,J.m.t. G.P.,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal",Cement (OPC) Hongshi Cement,Building Materials,Various,1260006,NPR, ,Order
6079,Q-1192-F10094,FIRESTOP,21 Nov 2019,IQ,Protec G.,FIRESTOPPING PROJECT,SUPPLY OF INSS2460 BLACK,Firestop/ DC 315,Fire,31500,AED,Islam S.,Quotation
6080,Q-1192-F10093,FIRESTOP,21 Nov 2019,IQ,Bahrain &.E.,HVAC Work At Al Ghadeer Phase-II,"SUPPLY OF INSS1440, D64",Firestop/ DC 315,Fire,24003,AED,Habib B.,Quotation
6081,Q-1192-F10092,FIRESTOP,21 Nov 2019,IQ,Ali M.&.,A1710-MIXED USE 4B+G+HC+40FLOORS+ROOF-JLT- # PO 131900777,SUPPLY OF INSS0285- OLIVE GREEN,Firestop/ DC 315,Fire,12075,AED,Samar T.,Order
6082,Q-1192-F10091,FIRESTOP,20 Nov 2019,IQ,Aic C.L.,RC 48 DUBAI WORLD,SUPPLY OF INSS1440 600 ML SAUSAGE,Firestop/ DC 315,Fire,735,AED,Arun stephen ,Order
6083,Q-1192-F10090,FIRESTOP,20 Nov 2019,IQ,Al S.N.,"P133- G+5+R COMMERCIAL RESIDENTIAL BLDNG ON PLOT NO.648-9160 AT WADI ALSAFA 5, DUBAI # LPO 040267",SUPPLY OF INSS1186 5G & 1G PAIL,Firestop/ DC 315,Fire,11550,AED,Islam S.,Order
6084,Q-1192-F10089,FIRESTOP,20 Nov 2019,IQ,Al S.N.,"P 129 G+6+R RETAIL & RESIDENTIAL BUILDING, PLOT NO.: 6489161, WADI AL SAFA 5, DUBAI, UAE # LPO 040266",SUPPLY OF INSS1186 5G PAIL & 1G PAIL,Firestop/ DC 315,Fire,11550,AED,Islam S.,Order
6085,Q-1192-F10088,FIRESTOP,20 Nov 2019,IQ,Safety W.,OST # LPO 1233,SUPPLY OF INSS1440 SAUSAGE,Firestop/ DC 315,Fire,1741.63,AED,Muhammad N.,Order
6086,Q-1192-F10087,FIRESTOP,20 Nov 2019,IQ,Safety W.,ALI & SONS PROJECT # LPO 1236,SUPPLY OF INSS1186,Firestop/ DC 315,Fire,24937.5,AED,Samar T.,Order
6087,Q-1192-F10086,FIRESTOP,20 Nov 2019,IQ,Safety W.,AL QUSAIS PROJECT- AIROLINK# LPO 1237,SUPPLY OF INSS1186 5G PAIL,Firestop/ DC 315,Fire,14962.5,AED,Arun stephen ,Order
6088,Q-1005-V7006,MACRO,20 Nov 2019,IQ,Tatekan C.,"Supply & Delivery Of Plumbing Fixture-Morgue, Kabul","Supply & Delivery Of Plumbing Fixture-Morgue, Kabul",Building Materials,Various,23250,USD, ,Quotation
6089,Q-1192-F10027A,FIRESTOP,20 Nov 2019,IQ,Arabian C.G.,BOULEVARD PROJECT- AJMAN # LPO 1911141,SUPPLY OF INSS2460 BLACK,Firestop/ DC 315,Fire,8662.5,AED,Samar T.,Order
6090,Q-1192-F9116B,FIRESTOP,20 Nov 2019,IQ,Omis C.C.,"AL RAHMANIYA SHOPPING MALL, SHARJAH",Supply Of INSS1186,Firestop/ DC 315,Fire,1050,AED,Samar T.,Order
6091,Q-1192-F10085,FIRESTOP,19 Nov 2019,IQ,Al Q.G.,DUBAI SOUTH,SUPPLY OF INSS0285 5G PAIL,Firestop/ DC 315,Fire,399,AED,Islam S.,Quotation
6092,Q-1192-F10084,FIRESTOP,19 Nov 2019,IQ,Shapoorji P.M.,"Qaryat Al Hidd, Saadiyat",Supply Of Fire Stop Materials - CIVIL,Firestop/ DC 315,Fire,678.3,AED,M.hassan ,Quotation
6093,RFQ-3550-V4251,MVL Nepal,19 Nov 2019,RFQ,Godawari S.P.,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal","Rebar - Mahendrajhyadi PHCC, Hariharpurgadhi-4",Building Materials,Various,2571959.75,NPR, ,Order
6094,Q-1192-F10083,FIRESTOP,19 Nov 2019,IQ,Al S.N.,"G+4+R RETAIL & RESIDENTIAL BUILDING ON PLOT NO. 3594687 AT AL QUOZ FOURTH , DUBAI ( P-140 )",Supply Of Fire Stop Materials - CIVIL,Firestop/ DC 315,Fire,30607.5,AED,Islam S.,Quotation
6095,Q-1192-F10082,FIRESTOP,19 Nov 2019,IQ,Al S.E.,"G+4+R RETAIL & RESIDENTIAL BUILDING ON PLOT NO. 3594687 AT AL QUOZ FOURTH , DUBAI ( P-140 )#LPO NO.009141",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,59479.6,AED,Islam S.,Order
6096,Q-1192-F9139C,FIRESTOP,19 Nov 2019,IQ,La R.C.,Ali Alkabi Abu Dhabi LPO# 1831,SUPPLY OF INSS2460-600ml Black,Firestop/ DC 315,Fire,2992.5,AED,Samar T.,Order
6097,Q-1192-F10081A,FIRESTOP,18 Nov 2019,IQ,Ramz A.F.,FIRESTOPPING PROJECT  # LPO 0010/19,SUPPLY OF INSS2460 BLACK,Firestop/ DC 315,Fire,17640,AED,Islam S.,Quotation
6098,Q-1192-F10081,FIRESTOP,18 Nov 2019,IQ,Ramz A.F.,FIRESTOPPING PROJECT # Lpo No.0010/19,SUPPLY OF INSS2460 BLACK,Firestop/ DC 315,Fire,17640,AED,Islam S.,Order
6099,Q-1192-F10080,FIRESTOP,18 Nov 2019,IQ,Al S.C.,"J-250 - BUILDING 1 ( G+ 7 FLOORS + R) , BUILDING 2 ( G+ 9 FLOORS + R ) - MADINAT JUMERIAH LIVING - PHASE 1 ,  PLOT NO:3660274, UMM SUQEUM 3, DUBAI, UAE. AL SAHEL CONTRACTING COMPANY LLC",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,272863.5,AED,Arun stephen ,Quotation
6100,Q-1192-F10079,FIRESTOP,18 Nov 2019,IQ,Al S.C.,"J-250 - 2 BUILDINGS - MADINAT JUMERIAH LIVING - PHASE 1 , PLOT NO:3660274, UMM SUQEUM 3, DUBAI, UAE.",Supply Of Fire Stop Materials - CIVIL,Firestop/ DC 315,Fire,67284,AED,Arun stephen ,Quotation
6101,Q-1192-F10078,FIRESTOP,17 Nov 2019,IQ,Atcon C.L.,"LUCKY RESIDENCE-PROPOSED G+3P+10 RETAIL &amp; RESIDENTIAL BUILDING, PLOT NO.: JVC13CMRM002, AL BARSHA SOUTH 4TH, DUBAI, UAE.",Supply Of Fire Stop Materials - CIVIL,Firestop/ DC 315,Fire,38876.32,AED,Muhammad N.,Quotation
6102,Q-1192-F10077,FIRESTOP,17 Nov 2019,IQ,Atcon C.L.,"LUCKY RESIDENCES-PROPOSED G+3P+10 RETAIL &amp; RESIDENTIAL BUILDING, PLOT NO.: JVC13CMRM002, AL BARSHA SOUTH 4TH, DUBAI, UAE.",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,92657.55,AED,Muhammad N.,Quotation
