"Quotation Report - Date : January-28, 2026 10:59 AM",,,,,,,,,,,,,
No,Number,Company,Date,Type,Client,Project Name,Description,Material,Material Code,Quo. Value,Cur.,MVL Contact,Status
6389,Q-1192-F9890,FIRESTOP,12 Sep 2019,IQ,Fibrex A.,ANCHOR & BOLTS,SUPPLY OF ANCHOR & BOLTS,Firestop/ DC 315,Fire,848478.75,AED,Islam S.,Quotation
6390,Q-1192-F9889,FIRESTOP,12 Sep 2019,IQ,Al T.T.,JOB: 2140 LPO NO. 14260,SUPPLY OF INSS2460 BLACK,Firestop/ DC 315,Fire,33600,AED,Arun stephen ,Order
6391,Q-1192-F9888,FIRESTOP,12 Sep 2019,IQ,Ghantoot G.C.,P-078 RESIDENTIAL BUILDING- AZIZI # LPO NO.8772,"SUPPLY OF FP05, CFS01, D120",Firestop/ DC 315,Fire,11235,AED,Muhammad N.,Order
6392,Q-1192-F9887,FIRESTOP,12 Sep 2019,IQ,New S.E.,58- DAR AL WARSAN # LPO 17072,SUPPLY OF SSHOOP & STEEL CLAMP,Firestop/ DC 315,Fire,787.5,AED,Muhammad N.,Order
6393,Q-1192-F9886,FIRESTOP,12 Sep 2019,IQ,Alibtikar A.T.,"Emaar Beach Front Plot-Z02-B03 -  Emaar Beach Vista , DUBAI",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,342832.34,AED,Islam S.,Quotation
6394,Q-1192-F9885,FIRESTOP,11 Sep 2019,IQ,Palgan I.C.,"G+2 Clinical Building, Free Zone, Sharjah,UAE.",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,22722,AED,Islam S.,Quotation
6395,RFQ-2569-S9076,MVL-Al Othman,11 Sep 2019,RFQ,Trans A.G.,"W912ER18C0020 - PERIMETER SECURITY FENCE, Camp Arifjan, Kuwait",ORD-2569-S9073.2 Installation Of Tw O 8-meter Sw Ing Gates,Subcontract,Services,1789.68,USD, ,Order
6396,Q-1192-F9884,FIRESTOP,11 Sep 2019,IQ,Pgs G.C.,DIP LAGOON SITE,SUPPLY OF INSS1440 SAUSAGE,Firestop/ DC 315,Fire,1008,AED,Samar T.,Order
6397,Q-1192-F9883,FIRESTOP,11 Sep 2019,IQ,Reem C.C.,RCC012-EATON PLACE G+P+4+R- PLOT NO.JVC15EMPR500 # LPO RMC00012/57/REV 00 #,SUPPLY O FIRESTOP MATERIALS- MEP,Firestop/ DC 315,Fire,9069.27,AED,Samar T.,Order
6398,Q-1192-F9882,FIRESTOP,11 Sep 2019,IQ,Flair ,FIRESTOPPING PROJECT,SUPPLY OF DC68,Firestop/ DC 315,Fire,1417.5,AED,Karim E.,Quotation
6399,Q-1192-F9881,FIRESTOP,11 Sep 2019,IQ,Sumer C.C.,"PROPOSED 2B+G+3P+19+R RESIDENTIAL BUILDING  BUSINESS BAY, PLOT NO.: BB.B03.007, DUBAI, UAE.",Supply Of Fire Stop Materials - CIVIL,Firestop/ DC 315,Fire,46116,AED,Habib B.,Quotation
6400,Q-1192-F9880,FIRESTOP,10 Sep 2019,IQ,City E.C.,"PROPOSED G+4+R LABOUR ACCOMODATION BUILDING JEBALALI IND 1ST, PLOT NO.: 599-7426, DUBAI , UAE.",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,44908.5,AED,Habib B.,Quotation
6401,Q-1005-A6938,MACRO,10 Sep 2019,IQ,Abdul K.C.,W5J9JE-18-C-0003 FEMALE POLICE TOWN PHASE 1,WESTERN AND EASTERN WATER CLOSETS WITH FLUSH TANKS,Sanitary and Toilet Accessories,Architectural,38019.9,USD, ,Quotation
6402,Q-1192-F8743A,FIRESTOP,10 Sep 2019,IQ,Multi A.S.,Firestop Project - DC68-5G,Firestop Project - DC68-5G,Firestop/ DC 315,Fire,3482.96,USD,Karim E.,Cancled
6403,Q-1192-F9878,FIRESTOP,10 Sep 2019,IQ,Nascon E.L.,"AYKON CITY,  PLOT 3460163, BUSINESS BAY, DUBAI, UAE.",Supply Of Fire Stop Materials-MEP,Firestop/ DC 315,Fire,78503.25,AED,Arun stephen ,Quotation
6404,Q-1192-F9343A,FIRESTOP,10 Sep 2019,IQ,Delta A.C.,"Proposed 4B + G +19 +Roof Hotel Building On Parcel ID 3460710 At Business Bay, Dubai",Supply Of Fire Stop Materials - CIVIL,Firestop/ DC 315,Fire,39994.5,AED,Islam S.,Quotation
6405,Q-1192-F9869A,FIRESTOP,10 Sep 2019,IQ,Pgs G.C.,DIP LAGOON SITE,SUPPLY OF INSS1440 Sausage,Firestop/ DC 315,Fire,504,AED,Samar T.,Order
6406,Q-1192-F9873A,FIRESTOP,10 Sep 2019,IQ,Adeeb E.&.,THE PULSE (PARCEL - 04) MIXED USE PROJECT AT RESIDENTIAL CITY DUBAI SOUTH,SUPPLY OF MVL INSPECTION LABELS,Firestop/ DC 315,Fire,1837.5,AED,Islam S.,Order
6407,Q-1192-F9877,FIRESTOP,09 Sep 2019,IQ,Polyfix P.P.,FIRESTOPPING PROJECT,SUPPLY OF DC315,Firestop/ DC 315,Fire,52863.3,AED,Karim E.,Quotation
6408,Q-1192-F9876,FIRESTOP,09 Sep 2019,IQ,Alibtikar A.T.,FIRESTOPPING PROJECT,SUPPLY OF DC 68 5G PAIL,Firestop/ DC 315,Fire,1417.5,AED,Islam S.,Order
6409,Q-1192-F9875,FIRESTOP,09 Sep 2019,IQ,Dar A.K.,M-001219000 Gym At Jumeirah Al Naseem,"Supply Of INSS1440, INFS0812, D64",Firestop/ DC 315,Fire,726.6,AED,Samar T.,Quotation
6410,Q-1192-F9874,FIRESTOP,08 Sep 2019,IQ,Al F.A.,FIRESTOPPING PROJECT PO# MVLF/J00671/1001,SUPPLY OF INSS2460 BLACK,Firestop/ DC 315,Fire,6405,AED,Samar T.,Order
6411,Q-1192-F9873,FIRESTOP,08 Sep 2019,IQ,Adeeb E.&.,THE PULSE (PARCEL - 04) MIXED USE PROJECT AT RESIDENTIAL CITY DUBAI SOUTH,SUPPLY OF MVL INSPECTION LABELS,Firestop/ DC 315,Fire,1837.5,AED,Islam S.,Order
6412,Q-1192-F9872,FIRESTOP,08 Sep 2019,IQ,Technomech E.W.,J-74 INTERCITY HOTEL 2 ( 2B+G+5FLOOR) ON PLOT NO. 3260943 AT AL JADAF # LPO 10607-19,"SUPPLY OF INFS0812, D64",Firestop/ DC 315,Fire,1832.25,AED,Arun stephen ,Order
6413,Q-1192-F9871,FIRESTOP,08 Sep 2019,IQ,Technomech E.W.,J-78 PROPOSED ( B+G+4P+MC+22+R) RESIDENTIAL & RETAIL BUILDING ON PLOT NO. JVC14BHRA004 @AL BARSHA SOUTH FOURTH# LPO NO. 10593-19,SUPPLY OF INFS0812,Firestop/ DC 315,Fire,7560,AED,Muhammad N.,Order
6414,Q-1192-F9870,FIRESTOP,08 Sep 2019,IQ,Al S.N.,P-100 G+7 BUILDING ON PLOT NO. 334-7535 @ AL SATWA,SUPPLY OF FP04,Firestop/ DC 315,Fire,722.4,AED,Islam S.,Quotation
6415,Q-1192-F9869,FIRESTOP,08 Sep 2019,IQ,Pgs G.C.,DIP LAGOON SITE,SUPPLY OF INSS1440 Sausage,Firestop/ DC 315,Fire,1008,AED,Samar T.,Order
6416,Q-1192-F9868,FIRESTOP,08 Sep 2019,IQ,Gulf A.C.,LABOR ACCOMMODATION (G+3 FLOORS) PLOT 5333499 @ SAIH SUHAIB-4,Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,53917.5,AED,Habib B.,Quotation
6417,Q-1192-F9867,FIRESTOP,08 Sep 2019,IQ,Zein S.C.,"G+8 Residential Building+Roof Gym , PLOT NO.: 6731299, AL BARSHA SOUTH, DUBAI, UAE.",Supply Of Fire Stop Materials- Mep,Firestop/ DC 315,Fire,48744.15,AED,Habib B.,Quotation
6418,Q-1192-F9866,FIRESTOP,08 Sep 2019,IQ,Zein S.C.,"G+8 RESIDENTIAL BUILDING+ROOF GYM, AL BARSHA SOUTH, DUBAI.",Supply Of Fire Stop Materials Civil,Firestop/ DC 315,Fire,32644.5,AED,Habib B.,Quotation
6419,Q-1192-F9865,FIRESTOP,08 Sep 2019,IQ,Dar A.K.,FIRESTOPPING PROJECT,SUPPLY OF INSS1186 SAUSAGE,Firestop/ DC 315,Fire,16.8,AED,Samar T.,Order
6420,Q-1192-F9864,FIRESTOP,08 Sep 2019,IQ,Al S.N.,P-125-B+G+3 RESIDENTIAL DEVELOPMENT ON PLOT NO. 333-1014@AL BADAA#PO NO.038908,SUPPLY OF INSS1186 5G PAIL,Firestop/ DC 315,Fire,17325,AED,Islam S.,Order
6421,Q-1192-F9863,FIRESTOP,08 Sep 2019,IQ,Ssangyong -.T.,"DEIRA WATERFRONT DEVELOPMENT PHASE 1, PLOT 3, # PO.STJV-DWD-LPO-2019-03853",SUPPLY OF INSS1186 600 ML,Firestop/ DC 315,Fire,4646.25,AED,Samar T.,Order
6422,RFQ-2569-V4255,MVL-Al Othman,08 Sep 2019,RFQ,Clic N.I.,ORD-2569 W912ER18C0020 - Perimeter Security Fence,Supply Of Galvanized And PVC Coated Tension Wire For Arifjan Project,Building Materials,Various,135,KWD, ,Order
6423,Q-1192-F9862,FIRESTOP,05 Sep 2019,IQ,Al S.N.,P-99 G+7+R RESIDENTIAL BLDNG ON 334-7198- AL SATWA# LPO NO.038877,SUPPLY OF INSS1186,Firestop/ DC 315,Fire,1732.5,AED,Islam S.,Order
6424,Q-1192-F9861,FIRESTOP,05 Sep 2019,IQ,Media P.I.,"ASHE 2.0,AL MAKTOUM INTERNATIONAL AIRPORT DUBAI UAE, SEPT 15",SUPPLY OF DC68,Firestop/ DC 315,Fire,12337.5,AED,Ramshad K.,Order
6425,Q-1192-F9860,FIRESTOP,05 Sep 2019,IQ,Technomech E.W.,J-73 PROPOSED 3B+G+13+R COMMERCIAL & RESIDENTIAL TOWER ON PLOT NO. 373-1316 AT AL BARSHA FIRST # LPO NO.10677-19,SUPPLY OF MVL FIRESTOP MATEROALS,Firestop/ DC 315,Fire,1832.25,AED,Islam S.,Order
6426,RFQ-3550-V4357,MVL Nepal,05 Sep 2019,RFQ,Everest I.C.,72036719F00003- Nepal Community Reconstruction Program (NRCP) IDIQ Contract,Motorcycle Insurance (Comprehensive Including Third Party),Misc.,Various,26950.35,NPR, ,Quotation
6427,Q-1192-F9859,FIRESTOP,05 Sep 2019,IQ,Al H.C.,P 172 & P173 G+8 COMMERCIAL & RESIDENTIAL BUILDING- AL SATWA,SUPPLY OF MOPUR3,Firestop/ DC 315,Fire,89.25,AED,Islam S.,Quotation
6428,RFQ-3550-V4356,MVL Nepal,05 Sep 2019,RFQ,Hansraj H.a.,72036719F00003- Nepal Community Reconstruction Program (NRCP) IDIQ Contract,Pulsar 150 CC Single Disc Motorbike,Misc.,Various,1219500,NPR, ,Order
6429,Q-1192-F9392A,FIRESTOP,04 Sep 2019,IQ,Aic C.L.,RC 48 DUBAI WORLD,SUPPLY OF INSS1440 5G PAIL,Firestop/ DC 315,Fire,735,AED,Arun stephen ,Order
6430,Q-1192-F9338C,FIRESTOP,04 Sep 2019,IQ,Al T.E.,PLOT NO. 614- STAFF ACCOMODATION IN RAS AL KHOR- WASL PROJECT,Supply Of Fire Stop Materials,Firestop/ DC 315,Fire,180043.5,AED,Samar T.,Quotation
6431,Q-1192-F9858,FIRESTOP,04 Sep 2019,IQ,Technomech E.W.,"J-81 (W.T+G+4+ROOF+UP+ROOF) ROOF RESIDENTIAL BLDG ON PLOT 673-1140 AT BARSHA SOUTH 3RD, DUBAI_PO#10679-19","SUPPLY OF FP05, CFS01",Firestop/ DC 315,Fire,2336.25,AED,Islam S.,Order
6432,Q-1192-F9857,FIRESTOP,04 Sep 2019,IQ,Dar A.K.,FIRESTOPPING PROJECT# LPO 190905,SUPPLY OF INSS1186 SAUSAGE & D64,Firestop/ DC 315,Fire,109.2,AED,Samar T.,Order
6433,Q-1192-F9856,FIRESTOP,03 Sep 2019,IQ,Macro V.L.,FEMALE POLICE TOWN-PH 1,SUPPLY OF INSS1440,Firestop/ DC 315,Fire,9450,AED,Karim E.,Order
6434,RFQ-3550-O6,MVL Nepal,03 Sep 2019,RFQ,Bigbyte I.W.,72036719F00003- Nepal Community Reconstruction Program (NRCP) IDIQ Contract,MI Redmi7A   Moble Handset For CDM Consultant,Computer Peripherals,Office Assets,71994,NPR, ,Order
6435,Q-1192-F9855,FIRESTOP,03 Sep 2019,IQ,Thumbay B.,"PROPOSED EXTENSION OF EXISTING HOSPITAL BUILDING (G+1),PLOT NO.: 232 0264, AL QUSAIS FIRST # LPO NO. TB/00006663","SUPPLY OF CFS01, D120, D64, FP05, INFS0812",Firestop/ DC 315,Fire,10232.55,AED,Samar T.,Order
6436,Q-1192-F9854,FIRESTOP,03 Sep 2019,IQ,Khalifa L.C.,PROPOSED BUILDING (G+3+GYM) MUHAISANAH 4TH PLOT NO 2450206# LPO NO.1287,SUPPLY OF INSS1440 SAUSAGE,Firestop/ DC 315,Fire,1467.9,AED,Samar T.,Order
6437,Q-1192-F9853,FIRESTOP,03 Sep 2019,IQ,Al S.N.,"B+G+3+R COMMERCIAL & RESIDENTIAL BUILDING ON PLOT NO. 3331014, AL BADA, DUBAI, UAE.",SUPPLY OF INSS1186 & D64,Firestop/ DC 315,Fire,64890,AED,Islam S.,Quotation
6438,Q-1192-F9852,FIRESTOP,03 Sep 2019,IQ,Al S.N.,"B+G+3+R COMMERCIAL & RESIDENTIAL BUILDING ON PLOT NO. 3331014, AL BADA, DUBAI, UAE.",SUPPLY OF INSS1440 & D64,Firestop/ DC 315,Fire,1312.5,AED,Islam S.,Quotation
6439,Q-1192-F9851,FIRESTOP,03 Sep 2019,IQ,Megamec M.A.,770 # LPO NO. C-24045,"SUPPLY OF INSS1440, FP04, CFS01",Firestop/ DC 315,Fire,2703.75,AED,Muhammad N.,Order
6440,Q-1192-F9770A,FIRESTOP,02 Sep 2019,IQ,Al R.A.,"RC-91, JABEL ALI # LPO NO.008/290/19",SUPPLY OF INSS2460 BLACK,Firestop/ DC 315,Fire,2310,AED,Samar T.,Order
6441,RFQ-3550-V4355,MVL Nepal,02 Sep 2019,RFQ,G.a. B.P.,72036719F00003- Nepal Community Reconstruction Program (NRCP) IDIQ Contract,Canon Digital Camera IXUS 185 With 16GB Memory And Camera Bag,Misc.,Various,76275,NPR, ,Order
6442,RFQ-3550-O5,MVL Nepal,02 Sep 2019,RFQ,Logix D.S.,Supply And Delivery Of IT Equipment For CDM Consultant,Supply And Delivery Of IT Equipment For CDM Consultant,Computer Peripherals,Office Assets,522940,NPR, ,Order
6443,Q-1192-F9850A,FIRESTOP,02 Sep 2019,IQ,Safety W.,AL QABDAH _ALI & SONS PROJECT_PO # 1207,SUPPLY OF MVL IL (INSPECTION LABELS),Firestop/ DC 315,Fire,3675,AED,Samar T.,Order
6444,Q-1192-F9798A,FIRESTOP,02 Sep 2019,IQ,Square G.C.,KHALIDIYA PALACE HOTEL # LPO 001/P2826/CP0/2019/0290,SUPPLY OF INSS1186,Firestop/ DC 315,Fire,14490,AED,Arun stephen ,Order
6445,Q-1192-F9850,FIRESTOP,02 Sep 2019,IQ,Safety W.,ALI & SONS PROJECT_PO # 1206,SUPPLY OF MVL IL (INSPECTION LABELS),Firestop/ DC 315,Fire,367.5,AED,Samar T.,Order
6446,Q-1192-F9849A,FIRESTOP,02 Sep 2019,IQ,Al T.T.,"JOB 2140 , PO# 14237",SUPPLY OF INSS2460,Firestop/ DC 315,Fire,16800,AED,Arun stephen ,Order
6447,Q-1192-F9849,FIRESTOP,02 Sep 2019,IQ,Al T.T.,"JOB 2140 , PO# 14236",SUPPLY OF INSS2460,Firestop/ DC 315,Fire,16800,AED,Arun stephen ,Order
6448,RFQ-3550-V4354,MVL Nepal,02 Sep 2019,RFQ, ,72036719F00003- Nepal Community Reconstruction Program (NRCP) IDIQ Contract,Networking And Internet Service Provider,Misc.,Various,122379,NPR, ,Order
6449,RFQ-3550-R1501,MVL Nepal,02 Sep 2019,RFQ,Sahas I.T.,72036719F00003- Nepal Community Reconstruction Program (NRCP) IDIQ Contract,Rental Of Double Cabin Scorpio Pick Up Truck For 3 Months With Driver,Rental,Rental,525000,NPR, ,Order
6450,Q-1192-F9552A,FIRESTOP,02 Sep 2019,IQ,Media P.I.,"MINISTRY OF ENERGY, WEC 2019 ADNEC _PO # 4467",SUPPLY OF DC68-5G,Firestop/ DC 315,Fire,4935,AED,Ramshad K.,Order
6451,Q-1192-F9848,FIRESTOP,29 Aug 2019,IQ,Grace E.a.,FIRESTOPPING PROJECT,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,378.75,USD,Karim E.,Quotation
6452,RFQ-3550-O4,MVL Nepal,29 Aug 2019,RFQ,B.r.impex T.L.,PROVISION FOR INTERNET CONNECTIVITY AND CONNECTION MONTHLY RENTAL,INTERNET CONNECTIVITY AND CONNECTION MONTHLY RENTAL,Computer Peripherals,Office Assets,123300,NPR, ,Quotation
6453,Q-1192-F9847,FIRESTOP,29 Aug 2019,IQ,Najmat A.M.,"G+3 BUILDING ON PLOT GOV: 5901, MUWEILAH","SUPPLY OF CFS01, D120",Firestop/ DC 315,Fire,745.5,AED,Muhammad N.,Order
6454,Q-1192-F9846,FIRESTOP,29 Aug 2019,IQ,Supreme M.&.,FIRESTOPPING PROJECT,SUPPLY OF DC333,Firestop/ DC 315,Fire,25473,AED,Karim E.,Quotation
6455,Q-1192-F9845,FIRESTOP,29 Aug 2019,IQ,Supreme M.&.,FIRESTOPPING PROJECT,SUPPLY OF DC333,Firestop/ DC 315,Fire,6930,USD,Karim E.,Cancled
6456,Q-1192-F9844,FIRESTOP,29 Aug 2019,IQ,Media P.I.,WORLD ENERGY CONGRESS,SUPPLY OF DC 68 5G PAIL,Firestop/ DC 315,Fire,4935,AED,Ramshad K.,Quotation
6457,RFQ-3550-M4101,MVL Nepal,28 Aug 2019,RFQ,Power S.T.,Supply Deliver Installation Testing And Commisioning Of Of 12.5 Kva Mahindra Powerol Diesel Generator ( Silent) Model No 2185GM-C2,12.5 Kva Mahindra Powerol Diesel Generator ( Silent) Model No 2185GM-C2,Mechanical Items,Mechanical,555365.5,NPR, ,Order
6458,Q-1192-F9843,FIRESTOP,28 Aug 2019,IQ,Al S.N.,P-136-G+2P+8+R RETAIL & RESIDENTIAL BUILDING ON PLOTSA.G.65@AL SATWA # LPO NO.038728,SUPPLY OF INSS1186 5G PAIL,Firestop/ DC 315,Fire,5775,AED,Islam S.,Order
6459,Q-1192-F9842,FIRESTOP,28 Aug 2019,IQ,Nurol L.,"EMAAR BEACHFRONT PLOT - Z02.B03, BEACH VISTA.",Supply Of Fire Stop Materials- Civil,Firestop/ DC 315,Fire,122640,AED,Samar T.,Quotation
6460,Q-1192-F9841,FIRESTOP,28 Aug 2019,IQ,Alico A.,FIRESTOPPING PROJECT,SUPPLY OF INSS2460 & INSS0285,Firestop/ DC 315,Fire,40.95,AED,Samar T.,Quotation
6461,Q-1192-F9840,FIRESTOP,28 Aug 2019,IQ,Al R.P.,"COMMERCIAL & RESIDENTIAL BUILDING, G+2P+6F+R, PLOT NO.: 6218612, WARSAN FIRST., DUBAI, UAE.",Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,53032.77,AED,Muhammad N.,Quotation
6462,Q-1192-F9839,FIRESTOP,28 Aug 2019,IQ,Al A.G.,"PROPOSED COMMERCIAL & RESIDENTIAL BUILDING, (3B+GR.+6+GYM).",Supply Of Fire Stop Materials - CIVIL,Firestop/ DC 315,Fire,24003,AED,Habib B.,Quotation
6463,Q-1192-F9819B,FIRESTOP,28 Aug 2019,IQ,Pgs G.C.,"DIP 1, LAGOON SITE",SUPPLY OF INSS1440 600 ML,Firestop/ DC 315,Fire,3024,AED,Samar T.,Order
6464,RFQ-3550-V4353,MVL Nepal,28 Aug 2019,RFQ,G.a. B.P.,Supply Delivery And Installation Of Furnitures And Various Materials,Furnitures And Various Materials,Misc.,Various,2056792.12,NPR, ,Order
6465,Q-1005-M7022,MACRO,28 Aug 2019,IQ,Abdul K.C.,Supply & Delivery Of Exhaust Fan - FPT 1,Supply & Delivery Of Exhaust Fan - FPT 1,Mechanical Items,Mechanical,11760,USD,Mahesh B.,Quotation
6466,Q-1192-F9838,FIRESTOP,28 Aug 2019,IQ,Dubco C.L.,"PROPOSED G+5+R RESIDENTIAL BUILDING, AL WARQUA'A FIRST, PLOT NO.: 421-304",SUPPLY OF FP04,Firestop/ DC 315,Fire,5512.5,AED,Islam S.,Quotation
6467,RFQ-3550-O3,MVL Nepal,28 Aug 2019,RFQ, ,Supply And Delivery Of Printer And Computer Accessories,Printer And Computer Accessories,Computer Peripherals,Office Assets,315100,NPR, ,Order
6468,RFQ-3550-V4352,MVL Nepal,27 Aug 2019,RFQ,Nepal F.a.,Suppy And Delivery Of Fire Extinguishers 6 KG ABC And FIRST AID KIT,Fire Extinguishers 6 KG ABC And FIRST AID KIT,Misc.,Various,19775,NPR, ,Order
6469,Q-1192-F9837,FIRESTOP,27 Aug 2019,IQ,Apex T.C.,APX041908POH0558,SUPPLY OF INSS1440 5G PAIL,Firestop/ DC 315,Fire,1512,AED,Samar T.,Order
6470,RFQ-3550-O2,MVL Nepal,27 Aug 2019,RFQ,Logix D.S.,SUPPLY AND DELIVERY OF LAPTOPS COMPUTER AND ACCESSORIES LOGIX,LAPTOPS COMPUTER AND ACCESSORIES LOGIX,Computer Peripherals,Office Assets,470440,NPR, ,Order
6471,RFQ-3550-O1,MVL Nepal,27 Aug 2019,RFQ,Bigbyte I.W.,Supply And Delivery Of Computer Printer And Acessories,Computer Printer And Acessories,Computer Peripherals,Office Assets,273800,NPR, ,Quotation
6472,Q-1192-F9836,FIRESTOP,27 Aug 2019,IQ,Siraj I.A.,FIRESTOPPING PROJECT,SUPPLY OF INSS0285 BLACK,Firestop/ DC 315,Fire,12.6,AED,Samar T.,Quotation
6473,RFQ-3550-V4351,MVL Nepal,27 Aug 2019,RFQ,Navin D.P.,SUPPLY OF VARIOUS APPLIANCES,VARIOUS APPLIANCES,Misc.,Various,243100,NPR, ,Order
6474,Q-1192-F9835,FIRESTOP,27 Aug 2019,IQ,Beijing E.I.,"PROPOSED COMMERCIAL & RESIDENTIAL BUILDING B+G+4P+19 FLOORS+ROOF, PLOT NO. JVC11MOHR003A, JVC, DUBAI, UAE.",Supply Of Fire Stop Materials,Firestop/ DC 315,Fire,40635,AED,Habib B.,Quotation
6475,Q-1192-F9834,FIRESTOP,27 Aug 2019,IQ,Flamingo C.B.,G+8 RESIDENTIAL BUILDING @ PLOT NO : 6731317 @ AL BARSHA SOUTH THIRD,Supply Of Fire Stop Materials,Firestop/ DC 315,Fire,53424,AED,Habib B.,Quotation
6476,Q-1192-F9833,FIRESTOP,26 Aug 2019,IQ,Siemens L.,FIRESTOPPING PROJECT,"SUPPLY OF INSS1440, FP05",Firestop/ DC 315,Fire,10489.5,AED,Samar T.,Order
6477,Q-1192-F9832,FIRESTOP,26 Aug 2019,IQ,Al H.,COMMERCIAL & RESI. BLDG G+3P+ROOF+17 TYPICAL FLOOR / @JVC / PLOT JVC17TCP004C,Supply Of Fire Stop Materials MEP,Firestop/ DC 315,Fire,113575.35,AED,Habib B.,Quotation
6478,Q-1192-F9831,FIRESTOP,26 Aug 2019,IQ,Technomech E.W.,"J-81 (W.T+G+4+ROOF+UP+ROOF) ROOF RESIDENTIAL BLDG ON PLOT 673-1140 AT BARSHA SOUTH 3RD, DUBAI_PO#10494-19","SUPPLY OF INSS1440, D64",Firestop/ DC 315,Fire,3550.57,AED,Islam S.,Order
6479,Q-1192-F9830,FIRESTOP,26 Aug 2019,IQ,Al S.N.,P-99 G+7+R RESIDENTIAL BLDNG ON 334-7198- AL SATWA# LPO NO.038689,SUPPLY OF INSS1440 5G PAIL,Firestop/ DC 315,Fire,1155,AED,Islam S.,Order
6480,Q-1192-F9829,FIRESTOP,26 Aug 2019,IQ,Siraj I.A.,G+40@JVC LPO NO.AI/LPO/4842/19,SUPPLY OF INSS2460 BLACK,Firestop/ DC 315,Fire,5775,AED,Samar T.,Order
6481,Q-1192-F9819A,FIRESTOP,26 Aug 2019,IQ,Pgs G.C.,"DIP 1, LAGOON SITE",SUPPLY OF INSS1440 600 ML,Firestop/ DC 315,Fire,1008,AED,Samar T.,Order
6482,Q-1192-F9828,FIRESTOP,25 Aug 2019,IQ,United E.C.,"264A, CONT OF MULTISTORY RESIDENTIAL # LPO NO.101904671","SUPPLY OF SSHOOP, INFS0812",Firestop/ DC 315,Fire,29568,AED,Islam S.,Order
6483,Q-1192-F9827,FIRESTOP,25 Aug 2019,IQ,Golden O.E.,"LABOUR ACCOMODATION G+4+R, PLOT NO: 5999-214# JEBELALI INDUSTRIAL AREA 1S",SUPPLY OF MVL -IL,Firestop/ DC 315,Fire,131.25,AED,Arun stephen ,Order
6484,Q-1005-F7061,MACRO,25 Aug 2019,IQ,Abdul K.C.,Supply & Delivery Of Fire Stop Sealant-FPT 1,Supply & Delivery Of Fire Stop Sealant-FPT 1,Firestop/ DC 315,Fire,5875,USD,Mahesh B.,Order
6485,Q-1192-F9826,FIRESTOP,25 Aug 2019,IQ,Technomech E.W.,"J-82 DIALYSIS CENTER ON PLOT 671-2986 AT BARSHA SOUTH 1ST, DUBAI HEALTH AUTHORITY PO#10463-19","SUPPLY OF INSS1440, INFS0812, D64",Firestop/ DC 315,Fire,5756.1,AED,Islam S.,Order
6486,Q-1192-F9825,FIRESTOP,25 Aug 2019,IQ,Atcon C.L.,G+B+P+5+R BLDG@JVC PLAZZO HEIGHTS,SUPPLY OF INFS0812,Firestop/ DC 315,Fire,1228.5,AED,Islam S.,Order
6487,Q-1192-F9824,FIRESTOP,25 Aug 2019,IQ,Al A.C.,G+6 BUILDING- WADI AL SAFA MOCK UP SAMPLES,"SUPPLY OF INSS1186,1440,D64,0812",Firestop/ DC 315,Fire,962.33,AED,Muhammad N.,Order
6488,Q-1192-F9823,FIRESTOP,25 Aug 2019,IQ,Al S.E.,"EM125 B+G+3+R  RESIDECOMM.&NTIAL BUILDING ON PLOT NO.3331014 , AL BADA , DUBAI# LPO NO. 008460",Supply Of Fire Stop Materials,Firestop/ DC 315,Fire,63797.11,AED,Islam S.,Order
6489,RFQ-2569-V4254,MVL-Al Othman,22 Aug 2019,RFQ,Clic N.I.,W912ER18C0020 - PERIMETER SECURITY FENCE,Galvanised + PVC Coated Tie Wire,Building Materials,Various,635.5,KWD, ,Order
6490,Q-1192-F9822,FIRESTOP,22 Aug 2019,IQ,Bosco A.&.,BOLTS,SUPPLY OF THROUGH  ANCHOR BOLTS,Firestop/ DC 315,Fire,43.48,AED,Arun stephen ,Quotation
6491,Q-1192-F9821,FIRESTOP,22 Aug 2019,IQ,Bosco A.&.,FIRESTOPPING PROJECT,SUPPLY OF INSS2460 WHITE,Firestop/ DC 315,Fire,7560,AED,Arun stephen ,Quotation
6492,Q-1192-F9820,FIRESTOP,22 Aug 2019,IQ,New S.E.,58-ISMAIL AL WARSAN # LPO NO. 16825,Supply Of Fire Stop Materials,Firestop/ DC 315,Fire,7145.25,AED,Muhammad N.,Order
6493,Q-1005-E7011,MACRO,22 Aug 2019,IQ,Tatekan C.,Supply & Delivery Of LED Lighting Fixtures-KNMH Morgue,Supply & Delivery Of LED Lighting Fixtures-KNMH Morgue,Electrical,Electrical,45100.7,USD,Mahesh B.,Order
6494,Q-1192-F9819,FIRESTOP,22 Aug 2019,IQ,Pgs G.C.,"DIP 1, LAGOON SITE",SUPPLY OF INSS1440 600 ML,Firestop/ DC 315,Fire,1008,AED,Samar T.,Order
