"Quotation Report - Date : January-28, 2026 11:00 AM",,,,,,,,,,,,,
No,Number,Company,Date,Type,Client,Project Name,Description,Material,Material Code,Quo. Value,Cur.,MVL Contact,Status
12049,Q-1212-166,MICRON,18 Dec 2012,IQ,Ecc-i ,CHE Kandahar,PPE Items For CHE Kandahar,,,8883.6,USD, ,Quotation
12050,Q-1212-165,MICRON,18 Dec 2012,IQ,Ecc-i ,Various Materials - Camp Hero - PO 346021,Various Materials - Camp Hero,,,22146.31,USD, ,Order
12051,Q-1212-164,MICRON,16 Dec 2012,IQ,Hcc H.C.,Kabul,DC315 Paint Spray Machine,,,8779,USD, ,Quotation
12052,Q-1212-163,MICRON,15 Dec 2012,IQ,Hadeed S.I.,UAE Projects,Kinlong Point-Fixed Glass Wall Fittings,,,414089,USD, ,Quotation
12053,Q-1212-162,MICRON,10 Dec 2012,IQ,Bpic ,Camp Zafar,Polyurethane Foam,,,76230.6,USD, ,Quotation
12054,Q-1212-161,MICRON,10 Dec 2012,IQ,Ecc-i ,"Camp Sayar - W5J9LE-11-C-0018. PO344966 [Supply Of RAL Paint, S.Panel]","Sandwich Panel, Paint RAL, Polyurethane",,,72301.75,USD, ,Order
12055,Q-1212-160,MICRON,09 Dec 2012,IQ,Ecc-i ,W5J9LE-11-C-0046-8303.000 / PO 346021 - Camp Hero,Polyurethane & DC 315 Thermal Barrier,,,807716.38,USD, ,Order
12056,Q-1212-158,MICRON,05 Dec 2012,IQ,Metag I.T.,W5J9LE-11-C-0060 - 4/205th Garrison Brigade,Primaflex Cement Boards,,,248000,USD, ,Order
12057,Q-1212-157,MICRON,05 Dec 2012,IQ,Dotson G.L.,Kuwait  Ware Houses Project,NCB-928 Intumescent Paint,,,8260000,USD, ,Quotation
12058,Q-1212-156,MICRON,05 Dec 2012,IQ,M.i.c. I.I.,MIC Industries_Supply Of 3000 Gallons Of DC315 Thermal Barrier And 40 Sets Of Lapolla Polyurethane-Ex Dubai,DC315 Thermal Barrier And Lapolla Polyurethane,,,305000,USD, ,Quotation
12059,Q-1212-155,MICRON,03 Dec 2012,IQ,Ecc-i ,Camp Garmsir,Polyurethane,,,209961.41,USD, ,Quotation
12060,Q-1212-152,MICRON,02 Dec 2012,IQ, ,Supply Of DC 315 Thermal / Fire Barrier - Delaram - P000475-Change Order 0002,DC 315 Thermal / Fire Barrier - Delaram,,,469350,USD, ,Order
12061,Q-1212-149,MICRON,01 Dec 2012,IQ, ,Camp Bagram,Grating Panels,,,95705,USD, ,Quotation
12062,Q-1112-148,MICRON,28 Nov 2012,IQ,Ecc-i ,Transportation Of Screws / E20 To Camp Garmsir,Transportation Of Screws / E20 To Camp Garmsir,,,1600,USD, ,Quotation
12063,Q-1112-147,MICRON,28 Nov 2012,IQ,Ecc-i ,W5J9LE-11-C-0046-8303.000 - Camp Hero,SPD 1015 Type 50 RW Sandwich Panel - Camp Hero,,,673224.62,USD, ,Order
12064,Q-1112-145,MICRON,27 Nov 2012,IQ,Contrack I.I.,Supply Of Polyurethane And DC315 - Camp Zafar - PO 257-6067-A-QA,Polyurethane And Thermal Barrier - Camp Zafar,,,190077,USD, ,Order
12065,Q-1112-144,MICRON,26 Nov 2012,IQ,Abdul Q.M.,Kabul Projects,DC315 Thermal Barrier,,,77880,USD, ,Order
12066,Q-1112-143,MICRON,26 Nov 2012,IQ,Ecc-i ,Graco Spares - W5J9LE-11-C-0046.8303.000 - Camp Hero - PO346021,"E30 & E20 Motor & Control Board, Graco Gun Tips",,,12656.6,USD, ,Order
12067,Q-1112-142,MICRON,25 Nov 2012,IQ,Ecc-i ,Various Materials And Transportation - Camp Garmsir - PO 346047,Various Materials And Transportation - Camp Garmsir - PO 346047,,,14074.69,USD, ,Order
12068,Q-1112-141,MICRON,25 Nov 2012,IQ,Ecc-i ,Camp Garmsir,Airless Spray Gun Tips,,,1885,USD, ,Order
12069,Q-1112-140,MICRON,25 Nov 2012,IQ,Ecc-i ,Various Materials And Transportation For Camp Hero - PO 346021,Various Materials And Transportation For Camp Hero,,,5038.19,USD, ,Order
12070,Q-1112-139,MICRON,24 Nov 2012,IQ,Ecc-i ,Camp Garmsir,Fusion Gun Kits & Safety Products,,,16703.62,USD, ,Quotation
12071,Q-1112-138,MICRON,22 Nov 2012,IQ, ,RFQ-23991-Scaffolding Materials - Tower,Supply Of Scaffolding Materials - Tower,,,18031.5,USD, ,Quotation
12072,Q-1112-137,MICRON,21 Nov 2012,IQ, ,Supply Of Polyurethane And Fire Barrier To Derulaman - P000524 Change Order #01,Polyurethane And Fire Barrier To Derulaman,,,292656,USD, ,Order
12073,Q-1112-136,MICRON,20 Nov 2012,IQ,Ecc-i ,Camp Garmsir,Fit Out Items-Gypsum Board & Fiber Board,,,487140,USD, ,Quotation
12074,Q-1112-135,MICRON,19 Nov 2012,IQ,Dufab ,Arabtec,Rockwool Sandwichpanel,,,23378.54,USD, ,Quotation
12075,Q-1112-132,MICRON,19 Nov 2012,IQ,Metag I.T.,Supply Of Polyurethane And Thermal Barrier To Mazar E Sharif,Polyurethane And Thermal Barrier,,,87409.4,USD, ,Order
12076,Q-1112-130,MICRON,18 Nov 2012,IQ,Ecc-i ,Transportation Costs For Various Shipments,Transportation Costs For Various Shipments,,,9944.4,USD, ,Cancled
12077,Q-1112-129,MICRON,17 Nov 2012,IQ,Ecc-i ,Camp Garmsir,Airless Spray Gun Tips & Guards,,,1055,USD, ,Quotation
12078,Q-1112-125,MICRON,17 Nov 2012,IQ,Northern S.I.,Dubai Project,DC315,,,179428,AED, ,Quotation
12079,Q-1112-124,MICRON,15 Nov 2012,IQ, ,Supply Of Regulator - Delaram - P007787-Change Order 001,Amperage Regulator For Miller Bluestar 185DX,,,969,USD, ,Order
12080,Q-1112-122,MICRON,13 Nov 2012,IQ,Ecc-i ,Camp Garmsir,Graco Spray Gun Tips & Control Board(E20),,,3528,USD, ,Order
12081,Q-1112-119,MICRON,12 Nov 2012,IQ,Al-reyami S.I.,Insulation & Cladding Repairs AT Power & Desalination,Sandwich Panel,,,33.8,USD, ,Quotation
12082,Q-1112-117,MICRON,11 Nov 2012,IQ, ,Djibouti,Sandwich Panel,,,61000,USD, ,Quotation
12083,Q-1112-115,MICRON,11 Nov 2012,IQ,Gulf P.H.,Gulf Prefab Project,Sandwich Panel,,,172481.39,USD, ,Quotation
12084,Q-1112-113,MICRON,10 Nov 2012,IQ,Petrofac E.L.,Expansion Of BAB Gas Compression Ph II,Solar Powered Street Lights,,,1205000,USD, ,Quotation
12085,Q-1112-110,MICRON,08 Nov 2012,IQ, ,Camp Delaram,DC315 Thermal Barrier,,,469350,USD, ,Order
12086,Q-1112-109,MICRON,07 Nov 2012,IQ,Ecc-i ,W5J9LE-12-C-0008-5718.000,Polyurethane & Thermal Barrier,,,1653174.75,USD, ,Order
12087,Q-1112-107,MICRON,07 Nov 2012,IQ, ,2/215 Brigade Garrison Deleram - P007787,Plasma Tips & Disposable Suits,,,19479.2,USD, ,Order
12088,Q-1112-103,MICRON,06 Nov 2012,IQ,Ecc-i ,Camp Shaheen,O-Ring Kits & Parts,,,4674.83,USD, ,Quotation
12089,Q-1112-98,MICRON,05 Nov 2012,IQ,Ecc-i ,W5J9LE-11-C-0043-4610.000 - Camp Garmsir,SPD 1015 Type 50 RW Sandwich Panel,,,723961.81,USD, ,Order
12090,Q-1112-97,MICRON,05 Nov 2012,IQ,Venco I.C.,"Supply Of DC 315 Thermal Barrier - Ex-Works, Herat",DC 315 Thermal Barrier,,,35400,USD, ,Order
12091,Q-1112-96,MICRON,04 Nov 2012,IQ,Ecc-i ,346047/Camp Garmsir; 346021/Camp Hero,Var. Materials Supplied To Camp Hero And Garmsir,,,4585.48,USD, ,Order
12092,Q-1112-95,MICRON,04 Nov 2012,IQ,Ecc-i ,W5J9LE-11-C-0046-8303.000 / PO 346021,Heated Hoses,,,7160,USD, ,Order
12093,Q-1112-94,MICRON,03 Nov 2012,IQ,Ecc-i ,4610.000: NTP - Thermal Barrier And Polyurethane - Camp Garmsir,Thermal Barrier And Polyurethane,,,277701.31,USD, ,Order
12094,Q-1112-93,MICRON,03 Nov 2012,IQ,Quliyev A.,Transportation Of IT Equipments,IT Equipments,,,5191.67,USD, ,Quotation
12095,Q-1012-91,MICRON,21 Oct 2012,IQ,Ecc-i ,W5J9LE-11-C-0043-4610.000 / PO 346047,Heated Hoses And Fusion Gun Parts,,,9112.64,USD, ,Order
12096,Q-1012-90,MICRON,19 Oct 2012,IQ,Contrack I.I.,263-6047-O-QA - Camp Hero West,Poly Machine Accessories,,,1981.04,USD, ,Order
12097,Q-1012-88,MICRON,18 Oct 2012,IQ,Ecc-i ,W5J9LE-11-C-0046-8303.000 - PO 347372,Transportation - Electrical Items From USA,,,524400,USD, ,Order
12098,Q-1012-85,MICRON,17 Oct 2012,IQ,Gulf P.H.,Gulf Prefab Project,Sandwich Panel,,,219501.8,USD, ,Quotation
12099,INQ-1012-78,MICRON,09 Oct 2012,IQ,Ecc-i ,Poly Machine Accessories/Garmsir,Polyurethane Machine Accessories,,,15622.7,USD, ,Quotation
12100,Q-1012-77,MICRON,09 Oct 2012,IQ,Contrack I.I.,Supply Of Windows,Supply Of Windows,,,0,USD, ,Quotation
12101,Q-1012-72,MICRON,08 Oct 2012,IQ,Civil P.G.,AD Future School Project,DC315 AD Future School,,,126250,AED, ,Quotation
12102,Q-1012-60,MICRON,07 Oct 2012,IQ,Venco I.C.,Supply Of Polyurethane To Kabul - PO 2199,Polyurethane Spray Foam,,,148000,USD, ,Order
12103,Q-1012-56,MICRON,06 Oct 2012,IQ,Venco I.C.,"Supply Of Polyurethane Foam - Kabul, Afghanistan",Supply Of Polyurethane Foam,,,380000,USD, ,Quotation
12104,Q-1012-55,MICRON,02 Oct 2012,IQ,Soufan E.,Supply Of DC 315 Thermal Barrier - Mazar E Shariff,Supply Of DC 315 Thermal Barrier,,,76590,USD, ,Quotation
12105,Q-1012-54,MICRON,02 Oct 2012,IQ,Venco I.C.,"Supply Of DC 315 Thermal Barrier - Ex-Works, Herat",Supply Of DC 315 Thermal Barrier,,,35400,USD, ,Order
12106,Q-1012-53,MICRON,01 Oct 2012,IQ,Ecc-i ,Supply Of Various Accessories - Camp Garmsir - PO346047,Supply Of Various Accessories - Camp Garmsir,,,13539.52,USD, ,Order
12107,Q-912-52,MICRON,30 Sep 2012,IQ,Ecc-i ,Supply Of Various Materials To Camp Hero - PO346021,Supply Of Various Materials To Camp Hero,,,20262.62,USD, ,Order
12108,Q-912-51,MICRON,25 Sep 2012,IQ,Ecc-i ,Supply Of E-20 Sprayer And Fusion Gun - Camp Garmsir,Supply Of E-20 Sprayer And Fusion Gun - Camp Garmsir,,,51993.2,USD, ,Order
12109,Q-912-50,MICRON,25 Sep 2012,IQ, ,LAKESHORE/DELARAM/TOOLS - P007533,Supply Of Accessories & Hardwares,,,4784,USD, ,Order
12110,Q-912-49,MICRON,25 Sep 2012,IQ,Contrack I.I.,CONTRACK CAMP HERO AIRLESS SPRAYER,MARK V - PAINT AIRLESS SPRAYER,,,19238,USD, ,Order
12111,Q-912-47,MICRON,16 Sep 2012,IQ,Ecc-i ,Supply Of O-Ring Kits - Camp Garmsir - PO346047,Supply Of O-Ring Kits,,,9522.92,USD, ,Order
12112,Q-912-46,MICRON,15 Sep 2012,IQ,Zacc -.A.,Supply Of DC315 Thermal Barrier - Kunduz,Supply Of DC315 Thermal Barrier - Kunduz,,,103950,USD, ,Order
12113,Q-912-45,MICRON,13 Sep 2012,IQ,Ecc-i ,ECC_TRANSPORT_ELECTRICAL,ECC_TRANSPORT_ELECTRICAL,,,85500,USD, ,Order
12114,Q-912-44,MICRON,06 Sep 2012,IQ,Contrack I.I.,Supply Of Sprayer Machine - PO 263-6042-O-00,Supply Of Sprayer Machine,,,64784.54,USD, ,Order
12115,Q-912-43,MICRON,02 Sep 2012,IQ,Contrack I.I.,Supply Of Polyurethane And DC315 - Camp Hero - PO 263-6039-A-00,Supply Of Polyurethane And DC315,,,784319.69,USD, ,Order
12116,Q-912-42,MICRON,02 Sep 2012,IQ, ,Supply Of K Span Seamer - Kandahar Air Field - P007418,Supply Of K Span Seamer,,,9000,USD, ,Quotation
12117,Q-812-41,MICRON,28 Aug 2012,IQ,Contrack I.I.,Supply Of Polyurethane And DC 315 - Camp Zafar - PO 257-6058-A-QA,Supply Of Polyurethane And DC 315,,,270165,USD, ,Order
12118,Q-812-40,MICRON,26 Aug 2012,IQ, ,Baghlan Windows And Doors- PO7549,Baghlan Windows And Doors,,,257769.8,USD, ,Order
12119,Q-812-39,MICRON,21 Aug 2012,IQ,Ecc-i ,Transportation Of Mabani Steel - PO W5J9LE-10-D-0007. 5950.006,Transportation Of Mabani Steel,,,73080,USD, ,Order
12120,Q-812-38,MICRON,21 Aug 2012,IQ,Metag I.T.,Supply Of Polyurethane & DC315,Supply Of Polyurethane & DC315,,,119065.2,USD, ,Order
12121,Q-812-37,MICRON,19 Aug 2012,IQ, ,"P007367: Afghan National Police Jobsite In Mazar E Sharif, Afghanistan (24014)",STEEL COIL LAKESHORE ANCP TO35,,,417721.75,USD, ,Order
12122,Q-812-36,MICRON,18 Aug 2012,IQ, ,Webdev Check Quotation,Webdev Check Quotation,,,8000,USD, ,Order
12123,Q-812-35,MICRON,08 Aug 2012,IQ,Ecc-i ,Supply Of Low Voltage Cables,Supply Of Low Voltage Cables,,,586427.94,USD, ,Quotation
12124,Q-812-34,MICRON,07 Aug 2012,IQ,Ecc-i ,Supply Of PVC Panel Board,Supply Of PVC Panel Board,,,277400,USD, ,Order
12125,Q-812-33,MICRON,02 Aug 2012,IQ,Lockhead L.,Quotation For Building Materials,Lockhead LLC/Quotation,,,1279598.5,USD, ,Cancled
12126,Q-712-32,MICRON,29 Jul 2012,IQ, ,Mazar E Shariff Windows And Doors - PO7548,Mazar E Shariff Windows And Doors,,,144147,USD, ,Order
12127,Q-712-30,MICRON,24 Jul 2012,IQ,Ecc-i ,Transportation - Windows And Doors,Windows And Doors - Transport,,,48000,USD, ,Quotation
12128,Q-712-29,MICRON,22 Jul 2012,IQ, ,Supply Of Miller Plasma,Supply Of Miller Plasma,,,1360.3,USD, ,Order
12129,Q-712-28,MICRON,19 Jul 2012,IQ, ,Transportation Of AES - Windows,Transportation Of AES - Windows,,,25500,USD, ,Quotation
12130,Q-712-26,MICRON,18 Jul 2012,IQ,Ecc-i ,Spray Foam Accessories,Poly Spray Guns,,,9584,USD, ,Order
12131,Q-712-24,MICRON,15 Jul 2012,IQ, ,Delaram Doors And Windows,Windows And Doors,,,775509,USD, ,Order
12132,Q-712-23,MICRON,09 Jul 2012,IQ,Ecc-i ,"Transportation Of Mabani Steel To Kunduz, Afghanistan",Transportation Of Mabani Steel,,,73080,USD, ,Order
12133,Q-612-20,MICRON,24 Jun 2012,IQ,Yarash Y.M.,Supply Of Polyurethane,Supply Of Polyurethane,,,103174.4,USD, ,Order
12134,Q-612-17,MICRON,15 Jun 2012,IQ, ,Check Mail,Sandwich Panel,,,14700,USD, ,Order
Total : ,,,,,,,,,,"3,916,015.25(AED)",Avg. : ,"489,501.91(AED)",
,,,,,,,,,,"209,000.00(EURO)",,"209,000.00(EURO)",
,,,,,,,,,,"33,029,215.81(USD)",,"264,233.73(USD)",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
