totalQuotations,totalPOs,winRate,totalQuotationValueUSD,totalPOSpendUSD,revisionCount,revisionLetter_C,revisionLetter_A,revisionLetter_B,revisionLetter_D
3921,3738,95.3,259427171.68,478576435.59,219,7,178,33,1
