totalSpendUSD,totalPOs,basePOs,changeOrders,changeOrderValue,basePOValue,supplierCount,activeSupplierCount,entityCount,changeOrderGroups,totalTaxUSD,totalNetSpendUSD,posWithTax
414338922.77,3620,3323,297,11992654.18,373249235.74,2189,1104,18,193,1689813.5,415046354.32,870
