orderId,mainOrderId,poNumber,groupTotalValueUSD,groupPOCount
RFPO-3734-V4353,3734,RFPO-3734-V4353-2,18186.81,2
RFPO-1192-V4431,1192,RFPO-1192-V4431-1,46520.0,2
RFPO-1192-V4431,1192,RFPO-1192-V4431-2,46520.0,2
RFPO-3734-V4351,3734,RFPO-3734-V4351-1,115055.36,3
RFPO-3734-V4351,3734,RFPO-3734-V4351-2,115055.36,3
RFPO-3734-V4351,3734,RFPO-3734-V4351-3,115055.36,3
RFPO-3742-V4252,3742,RFPO-3742-V4252-1,3143000.0,2
RFPO-3742-V4252,3742,RFPO-3742-V4252-2,3143000.0,2
RFPO-3742-V4256A,3742,RFPO-3742-V4256A-1,1315162.81,2
RFPO-3742-V4256A,3742,RFPO-3742-V4256A-2,1315162.81,2
RFPO-1569-S9002,1569,RFPO-1569-S9002-1,776.04,2
RFPO-1569-S9002,1569,RFPO-1569-S9002-2,776.04,2
PO-1005-E7030,1005,PO-1005-E7030-1,102450.0,3
PO-1005-E7030,1005,PO-1005-E7030-2,102450.0,3
PO-1005-E7030,1005,PO-1005-E7030-3,102450.0,3
RFPO-3734-A5202,3734,RFPO-3734-A5202-1,179134.06,2
RFPO-3734-A5202,3734,RFPO-3734-A5202-2,179134.06,2
PO-1005-E7029,1005,PO-1005-E7029-1,64760.0,3
PO-1005-E7029,1005,PO-1005-E7029-2,64760.0,3
PO-1005-E7029,1005,PO-1005-E7029-3,64760.0,3
RFPO-3734-V4258,3734,RFPO-3734-V4258-1,102780.49,2
RFPO-3734-V4258,3734,RFPO-3734-V4258-2,102780.49,2
PO-1005-E7032,1005,PO-1005-E7032-1,44111.64,2
PO-1005-E7032,1005,PO-1005-E7032-2,44111.64,2
PO-1005-E7019,1005,PO-1005-E7019-1,45432.83,2
PO-1005-E7019,1005,PO-1005-E7019-2,45432.83,2
PO-1005-E7011,1005,PO-1005-E7011-2,19532.34,4
PO-1005-E7011,1005,PO-1005-E7011-3,19532.34,4
PO-1005-E7011,1005,PO-1005-E7011-4,19532.34,4
PO-1005-E7011,1005,PO-1005-E7011-5,19532.34,4
PO-1005-E7005,1005,PO-1005-E7005-1,137490.0,4
PO-1005-E7005,1005,PO-1005-E7005-2,137490.0,4
PO-1005-E7005,1005,PO-1005-E7005-3,137490.0,4
PO-1005-E7005,1005,PO-1005-E7005-4,137490.0,4
PO-1005-V7004,1005,PO-1005-V7004-1,5924.58,2
PO-1005-V7004,1005,PO-1005-V7004-2,5924.58,2
RFPO-2569-V4252,2569,RFPO-2569-V4252-1,11000.0,2
RFPO-2569-V4252,2569,RFPO-2569-V4252-2,11000.0,2
PO-1005-V4466,1005,PO-1005-V4466-1,32554.95,2
PO-1005-V4466,1005,PO-1005-V4466-2,32554.95,2
PO-1428-M4101,1428,PO-1428-M4101-1,49180.2,2
PO-1428-M4101,1428,PO-1428-M4101-2,49180.2,2
RFPO-2532-E6801,2532,RFPO-2532-E6801-1,5426.35,2
RFPO-2532-E6801,2532,RFPO-2532-E6801-2,5426.35,2
PO-1005-S9043,1005,PO-1005-S9043-1,8573.91,4
PO-1005-S9043,1005,PO-1005-S9043-2,8573.91,4
PO-1005-S9043,1005,PO-1005-S9043-3,8573.91,4
