poNumber,poDate,poName,supplier,originalValue,currency,valueUSD,poSpendUSD,tax,taxUSD,netTotal,netTotalUSD,mainOrderId,orderId,entityCode,entity,material,materialCode,poVersion,isChangeOrder,poType,changeOrderGroup,changeOrderTotal,year,month,yearMonth,project
RFPO-8133-M4000-1,26 Feb 2026,PO for Quotation Ref. 020926-001 – MR-X-065 Temporary Water Heater Supply,INTEGRATED CONTRACTING SUPPLIERS,34031.0,USD,34031.0,34031.0,0.0,0,34031.0,34031.0,8133,RFPO-8133-M4000,M4000,FIRESTOP,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-8133 BIOT-121.112 N4008425F0390 Replace HVAC System, UPH-9 NSFDG  X088"
RFPO-7139-V40081-2,26 Feb 2026,PO for Select Granular Fill,SMITHBRIDGE GUAM,90142.95,USD,90142.95,90142.95,0.0,0,90142.95,90142.95,7139,RFPO-7139-V40081,V40081,MACRO,Building Materials,Various,2,True,Change Order,2,2,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7139-E6830-1,26 Feb 2026,PO for LSA-Electrical Items,CPS ELECTRIC,13627.259999999997,USD,13627.259999999997,13627.259999999997,0.0,0,13627.259999999997,13627.259999999997,7139,RFPO-7139-E6830,E6830,MACRO,Electrical,Electrical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7139-E6829-1,26 Feb 2026,PO for LSA-Electrical Materials,Americas Best Electricmart Inc,7660.539999999999,USD,7660.539999999999,7660.539999999999,0.0,0,7660.539999999999,7660.539999999999,7139,RFPO-7139-E6829,E6829,MACRO,Electrical,Electrical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7208-V40030-1,26 Feb 2026,PO for C girt,Dateline Exports Inc.,5500.0,USD,5500.0,5500.0,0.0,0,5500.0,5500.0,7208,RFPO-7208-V40030,V40030,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7208 BIOT-121.76 N4008424F4725 REPAIRS TO CHRIMP FACILITY 724 (QS60400) &amp; FACILITY 725 (QS6041), NSFDG (X029)"
RFPO-7139-E6831-2,26 Feb 2026,PO for Bare Copper Grounding Cable,EMSI Inc.,10830.4,USD,10830.4,10830.4,0.0,0,10830.4,10830.4,7139,RFPO-7139-E6831,E6831,MACRO,Electrical,Electrical,2,True,Change Order,2,2,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-6705-A5351-1,26 Feb 2026,PO for Portable Toilet,FOSHAN SOEASY MODULAR HOUSING CO LTD,5800.0,USD,5800.0,5800.0,0.0,0,5800.0,5800.0,6705,RFPO-6705-A5351,A5351,MACRO,Sanitary and Toilet Accessories,Architectural,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-7864-S9100-1,26 Feb 2026,PO for Third Party Inspection - Aluminum Windows,TUV SUD MIDDLE EAST LLC,1200.0,AED,326.75,326.75,60.0,16.34,1260.0,343.09,7864,RFPO-7864-S9100,S9100,MACRO,Services,Services,1,False,Base PO,1,1,2026,2,2026-02,ORD-7864 BIOT-121.93 REPAIR OF WINDOWS AND FLOORING AT F-1565 AND F-115 (Task - X060)
RFPO-6718-V40031-2,26 Feb 2026,PO for Primer (Part B),The Sherwin-Williams Company,4490.0199999999995,USD,4490.0199999999995,4490.0199999999995,0.0,0,4490.0199999999995,4490.0199999999995,6718,RFPO-6718-V40031,V40031,MVL USA JV LLC,Building Materials,Various,2,True,Change Order,2,2,2026,2,2026-02,"BIOT-121.48 N4008424F4064 EPROJECT 1718005 QC2011 REPLACE ADRF PUMPS 7, 8, AND 9, F-409 (X048)"
RFPO-7139-E6831-1,25 Feb 2026,PO for Bare Copper Grounding Cable,EMSI Inc.,15961.4,USD,15961.4,15961.4,0.0,0,15961.4,15961.4,7139,RFPO-7139-E6831,E6831,MACRO,Electrical,Electrical,1,False,Base PO,2,2,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-1569-V4271-1,25 Feb 2026,PO for CH 183B  - MEETING ROOM CHAIRS 1804-1805,BLUE CROWN FURNITURE (LLC),2000.0,AED,544.59,544.59,100.0,27.23,2100.0,571.82,1569,RFPO-1569-V4271,V4271,FIRESTOP,Misc.,Various,1,False,Base PO,1,1,2026,2,2026-02,MVL Group Office Related POs
RFPO-7414-M4001-1,25 Feb 2026,"PO for WIC Marine Side Dispenser, Gasboy Ultra High Flow 50GPM, 1.25",Fuelco FZCO,18780.0,USD,18780.0,18780.0,0.0,0,18780.0,18780.0,7414,RFPO-7414-M4001,M4001,MACRO,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,"LEB-127 W912ER25C0001 Restore Beirut Naval Base (BNB), Beirut Naval Base, Lebanon"
RFPO-7139-M4022-1,25 Feb 2026,PO forUsed 2018 Hyundai R320LC-9 Track Excavator Unit SN# 496 with Spare Parts,MORRICO EQUIPMENT LLC,144121.0,USD,144121.0,144121.0,0.0,0,144121.0,144121.0,7139,RFPO-7139-M4022,M4022,MACRO,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7208-V40029-1,25 Feb 2026,PO for Flashings,Dateline Exports Inc.,22337.722210000004,USD,22337.722210000004,22337.722210000004,0.0,0,22337.722210000004,22337.722210000004,7208,RFPO-7208-V40029,V40029,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7208 BIOT-121.76 N4008424F4725 REPAIRS TO CHRIMP FACILITY 724 (QS60400) &amp; FACILITY 725 (QS6041), NSFDG (X029)"
RFPO-7139-S9000-1,24 Feb 2026,PO for SHOP DRAWING FOR ACOUSTIC WALL PANEL,Dateline Exports Inc.,3000.0,USD,3000.0,3000.0,0.0,0,3000.0,3000.0,7139,RFPO-7139-S9000,S9000,MACRO,Design,Services,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7139-M4107-1,24 Feb 2026,PO 4' Swing Check Valve for lift station,Professional Pump,2644.5,USD,2644.5,2644.5,0.0,0,2644.5,2644.5,7139,RFPO-7139-M4107,M4107,MW-OCS,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-6705-V40174-1,24 Feb 2026,PO for SUPERTIES FOR DI/DB BOX,Dateline Exports Inc.,5519.370000000001,USD,5519.370000000001,5519.370000000001,0.0,0,5519.370000000001,5519.370000000001,6705,RFPO-6705-V40174,V40174,Unknown,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-5532-M4062-1,24 Feb 2026,PO for Miller Welding Machines & Accessories - Ref. AHG_ITW_1_037R02_260126_BigBlue-400 and BigBlue-450_MVL,Abdullah Hashim Industrial Gases & Equipment Co. Ltd.,296208.0,AED,80655.68,80655.68,0.0,0.0,296208.0,80655.68,5532,RFPO-5532-M4062,M4062,Unknown,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-7878-M4102-1,24 Feb 2026,PO for Calibrated Balancing Valves,Morex Inc.,8615.71,USD,8615.71,8615.71,0.0,0,8615.71,8615.71,7878,RFPO-7878-M4102,M4102,MACRO,Mechanical Items,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,"BIOT-121.99 N4008425F0127 Repairs To HVAC System, F-2296, NSFDG (X061)"
RFPO-7932-V40005-1,24 Feb 2026,PO for Duct Insulation,KEPCO Building Materials Trading LLC,35293.08,AED,9610.1,9610.1,1764.654,480.5,37057.734000000004,10090.6,7932,RFPO-7932-V40005,V40005,MVL Greece,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"BIOT-121.103 N4008425F0169 QC4227 - REPLACE A/C UNIT, F601, QS7006, REPLACE A/C UNITS F# 4057 And QS1020, REPLACE PACKAGE TYPE A/C UNIT, F#3047 (X062)"
RFPO-7932-V40006-1,24 Feb 2026,PO for Electrical Materials,Kelly & Hayes Electrical Industrial & Plumbing Supplies,9770.849999999999,USD,9770.849999999999,9770.849999999999,0.0,0,9770.849999999999,9770.849999999999,7932,RFPO-7932-V40006,V40006,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"BIOT-121.103 N4008425F0169 QC4227 - REPLACE A/C UNIT, F601, QS7006, REPLACE A/C UNITS F# 4057 And QS1020, REPLACE PACKAGE TYPE A/C UNIT, F#3047 (X062)"
RFPO-6705-V40173-2,23 Feb 2026,PO for Medical Clinic - Grass Trimmer,Dateline Exports Inc.,1704.52,USD,1704.52,1704.52,0.0,0,1704.52,1704.52,6705,RFPO-6705-V40173,V40173,Unknown,Building Materials,Various,2,True,Change Order,2,2,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-7139-V40082-2,23 Feb 2026,PO for ATCT-Grass Trimmer,Dateline Exports Inc.,1704.52,USD,1704.52,1704.52,0.0,0,1704.52,1704.52,7139,RFPO-7139-V40082,V40082,MACRO,Building Materials,Various,2,True,Change Order,2,2,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-1569-V4435-1,20 Feb 2026,PO for Consumable/Service items for the SHARP MX‑3051 Printer 1801,NEW SMART OFFICE AUTOMATION LLC,2040.0,AED,555.48,555.48,102.0,27.77,2142.0,583.25,1569,RFPO-1569-V4435,V4435,FIRESTOP,Misc.,Various,1,False,Base PO,1,1,2026,2,2026-02,MVL Group Office Related POs
RFPO-1569-15311-1,20 Feb 2026,PO for 1806 - Rectification works for fire‑protection systems - EFQ46286 (20/02/2026),EUROFIRE FIRE & SAFETY L.L.C,7845.0,AED,2136.15,2136.15,392.25,106.81,8237.25,2242.95,1569,RFPO-1569-15311,15311,Unknown,Misc.,Various,1,False,Base PO,1,1,2026,2,2026-02,MVL Group Office Related POs
RFPO-7616-A5201-1,19 Feb 2026,PO FOR OVERHEAD COILING DOORS,TECHTRADE SAL(OFFSHORE),63742.4,USD,63742.4,63742.4,0.0,0,63742.4,63742.4,7616,RFPO-7616-A5201,A5201,MACRO,Doors,Architectural,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7616 BIOT-121.82 REPAIRS TO BARRICADED STORAGE MODULES (F-840, 835, 834, 839 &amp; 841) &amp; CONSTRUCT CANOPY &amp; LOUVER (F-148)"
RFPO-6705-V4364-1,19 Feb 2026,PO for Bicycles with Accessories,"Priority Outdoor Products, LLC",22312.0,USD,22312.0,22312.0,0.0,0,22312.0,22312.0,6705,RFPO-6705-V4364,V4364,FIRESTOP,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-7139-S9131-3,19 Feb 2026,FORMWORK AND SCAFFOLDING SYSTEMS FOR TERMINAL,Ozler Formwork and Scaffolding Systems (OZLER KALIP VE ISKELE SISTEMLERI A.S),132020.6,USD,132020.6,132020.6,0.0,0,132020.6,132020.6,7139,RFPO-7139-S9131,S9131,"MVL USA, INC",Design,Services,3,True,Change Order,3,3,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7139-S9127-3,19 Feb 2026,FORMWORK AND SCAFFOLDING SYSTEMS FOR TOWER,Ozler Formwork and Scaffolding Systems (OZLER KALIP VE ISKELE SISTEMLERI A.S),237830.97999999998,USD,237830.97999999998,237830.97999999998,0.0,0,237830.97999999998,237830.97999999998,7139,RFPO-7139-S9127,S9127,"MVL USA, INC",Design,Services,3,True,Change Order,3,3,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-6705-E6848-1,18 Feb 2026,PO for Circuit Breaker,Aikah General Trading LLC,1690.0,AED,460.18,460.18,84.5,23.01,1774.5,483.19,6705,RFPO-6705-E6848,E6848,Unknown,Electrical,Electrical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6542-V40026-3,18 Feb 2026,PO for Aluminum Awning Window.,Dateline Exports Inc.,11341.220000000001,USD,11341.220000000001,11341.220000000001,0.0,0,11341.220000000001,11341.220000000001,6542,RFPO-6542-V40026,V40026,MVL USA JV LLC,Building Materials,Various,3,True,Change Order,1,1,2026,2,2026-02,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan."
RFPO-7139-V40086-2,18 Feb 2026,"PO for Gate Valves, Dismantling Joints, Flange kit, pressure Gauge",Dateline Exports Inc.,4846.38,USD,4846.38,4846.38,0.0,0,4846.38,4846.38,7139,RFPO-7139-V40086,V40086,MACRO,Building Materials,Various,2,True,Change Order,2,2,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7139-M4106-1,17 Feb 2026,PO for Wheel Loader Parts-XC948,Warai Parts & Equipment,4000.0,USD,4000.0,4000.0,0.0,0,4000.0,4000.0,7139,RFPO-7139-M4106,M4106,MW-OCS,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-6705-E6847-1,17 Feb 2026,PO for MV Inline Splice Kits and Connectors,Benfield Electric International Ltd.,4046.7,USD,4046.7,4046.7,0.0,0,4046.7,4046.7,6705,RFPO-6705-E6847,E6847,Unknown,Electrical,Electrical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-7139-V40085-1,17 Feb 2026,PO for Water and Fire Gate Valves & Fire Hydrants,Watecom International Water Network - LLC,96134.73999999999,AED,26176.92,26176.92,0.0,0.0,96134.73999999999,26176.92,7139,RFPO-7139-V40085,V40085,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7073-M4102-1,17 Feb 2026,PO for Flange Adaptor & Restraining Clamp,Edcos Inc.,9489.41,USD,9489.41,9489.41,0.0,0,9489.41,9489.41,7073,RFPO-7073-M4102,M4102,MACRO,Mechanical Items,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,BIOT-121.68 N4008424F4583 QC3078 Repairs To Concrete Water Tanks (X026)
RFPO-6705-O4-1,17 Feb 2026,PO for Bluebeam Core - Renewal - Annual Subscription (MR. BOB CANIA),AllCAD Solutions LLC,925.0,AED,251.87,251.87,46.25,12.59,971.25,264.47,6705,RFPO-6705-O4,O4,MACRO,Computer Peripherals,Office Assets,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-7139-V40086-1,17 Feb 2026,"PO for Gate Valves, Dismantling Joints, Flange kit, pressure Gauge",Dateline Exports Inc.,5204.34,USD,5204.34,5204.34,0.0,0,5204.34,5204.34,7139,RFPO-7139-V40086,V40086,MACRO,Building Materials,Various,1,False,Base PO,2,2,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7098-V40002-1,16 Feb 2026,PO for Pavement marking paint,ODORES METAL LLC,11817.67,USD,11817.67,11817.67,0.0,0,11817.67,11817.67,7098,RFPO-7098-V40002,V40002,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7098 BIOT-121.69 N4008424F4613_eProject 1735497 QC2090- REPAIR TAXIWAY SIGNS, F-200044"
RFPO-7139-M4021-1,16 Feb 2026,PO for ATCT - SOKKIA ACCESSORIES,Three Colors Safety Equipment Tr LLC,1350.0,AED,367.6,367.6,67.5,18.38,1417.5,385.98,7139,RFPO-7139-M4021,M4021,MVL USA JV LLC,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7120-M4101-2,16 Feb 2026,PO for Fire Pump & Controls,Xylem Japan K.K.,11727743.0,JPY,11727743.0,11727743.0,0.0,0,11727743.0,11727743.0,7120,RFPO-7120-M4101,M4101,MACRO,Mechanical Items,Mechanical,2,True,Change Order,1,1,2026,2,2026-02,"JPN-138 W912HV24C0009 FY24 AC Repair For Server Rooms, Building 101, Camp Zama, Japan"
RFPO-7098-V40001-2,16 Feb 2026,PO for Electrical Butt Connectors,Kelly & Hayes Electrical Industrial & Plumbing Supplies,344.81000000000006,USD,344.81000000000006,344.81000000000006,0.0,0,344.81000000000006,344.81000000000006,7098,RFPO-7098-V40001,V40001,MACRO,Building Materials,Various,2,True,Change Order,1,1,2026,2,2026-02,"ORD-7098 BIOT-121.69 N4008424F4613_eProject 1735497 QC2090- REPAIR TAXIWAY SIGNS, F-200044"
RFPO-7139-V40082-1,16 Feb 2026,PO for ATCT-Grass Trimmer,Dateline Exports Inc.,1420.4299999999998,USD,1420.4299999999998,1420.4299999999998,0.0,0,1420.4299999999998,1420.4299999999998,7139,RFPO-7139-V40082,V40082,MACRO,Building Materials,Various,1,False,Base PO,2,2,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7139-V40083-1,16 Feb 2026,PO for Formwork Materials- Sanitary Sewer Manhole,Dateline Exports Inc.,6941.210000000001,USD,6941.210000000001,6941.210000000001,0.0,0,6941.210000000001,6941.210000000001,7139,RFPO-7139-V40083,V40083,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-6705-V40173-1,16 Feb 2026,PO for Medical Clinic - Grass Trimmer,Dateline Exports Inc.,1420.4299999999998,USD,1420.4299999999998,1420.4299999999998,0.0,0,1420.4299999999998,1420.4299999999998,6705,RFPO-6705-V40173,V40173,Unknown,Building Materials,Various,1,False,Base PO,2,2,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-7139-E6828-1,16 Feb 2026,PO for Cadweld products,Benfield Electric International Ltd.,3397.4199999999996,USD,3397.4199999999996,3397.4199999999996,0.0,0,3397.4199999999996,3397.4199999999996,7139,RFPO-7139-E6828,E6828,MACRO,Electrical,Electrical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7139-V40084-1,16 Feb 2026,PO for Formwork-Shear Tie Rods,"White Cap Supply Holdings, LLC",5245.38,USD,5245.38,5245.38,0.0,0,5245.38,5245.38,7139,RFPO-7139-V40084,V40084,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7878-V40015-1,16 Feb 2026,PO for Condensate drain Pipes & Fittings,Puget Sound Pipe & Supply,12460.570999999998,USD,12460.570999999998,12460.570999999998,0.0,0,12460.570999999998,12460.570999999998,7878,RFPO-7878-V40015,V40015,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"BIOT-121.99 N4008425F0127 Repairs To HVAC System, F-2296, NSFDG (X061)"
RFPO-7120-S9084-1,16 Feb 2026,PO for Filters for CRAC Unit,Global Services Vertiv Japan GK,2851300.0,JPY,2851300.0,2851300.0,0.0,0,2851300.0,2851300.0,7120,RFPO-7120-S9084,S9084,MVL USA JV LLC,Subcontract,Services,1,False,Base PO,1,1,2026,2,2026-02,"JPN-138 W912HV24C0009 FY24 AC Repair For Server Rooms, Building 101, Camp Zama, Japan"
RFPO-7414-M4101-1,15 Feb 2026,"PO for TRICOM PO: PO/TR/BNB/2026/Synergy - RTP Bolted Steel Water Tank- SUPPLY, DELIVER AND INSTALL",Synergy Vision – Construction Equipments & Machinery Trading LLC,318158.0,USD,318158.0,318158.0,0.0,0,318158.0,318158.0,7414,RFPO-7414-M4101,M4101,MACRO,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,"LEB-127 W912ER25C0001 Restore Beirut Naval Base (BNB), Beirut Naval Base, Lebanon"
RFPO-7616-V40004-1,12 Feb 2026,PO for Wall Louver,INTEGRATED CONTRACTING SUPPLIERS,30827.8,USD,30827.8,30827.8,0.0,0,30827.8,30827.8,7616,RFPO-7616-V40004,V40004,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7616 BIOT-121.82 REPAIRS TO BARRICADED STORAGE MODULES (F-840, 835, 834, 839 &amp; 841) &amp; CONSTRUCT CANOPY &amp; LOUVER (F-148)"
RFPO-5532-M4059-1,11 Feb 2026,"PO for 3rd Batch - DG Heavy Equipment 2026 - Zoomlion Boom Lift, JMC Cargo Truck and Pickup",Evangel International Machinery Ltd.,90583.0,USD,90583.0,90583.0,0.0,0,90583.0,90583.0,5532,RFPO-5532-M4059,M4059,Unknown,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-5532-M4061-1,11 Feb 2026,PO for 	 DG - Proforma Invoice PI266019 – SMA26 Plus GNSS Equipment,"SMAJAYU (Shenzhen) Co., Ltd",2238.0,USD,2238.0,2238.0,0.0,0,2238.0,2238.0,5532,RFPO-5532-M4061,M4061,Unknown,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-7039-V40032-1,11 Feb 2026,PO for Termination kits for Switchgear,Eaton FZE,89507.04000000001,AED,24372.24,24372.24,0.0,0.0,89507.04000000001,24372.24,7039,RFPO-7039-V40032,V40032,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"BIOT-121.60 N4008424F4507 EProject 1693634 REPAIR SPP F1SA AND F2S OVERHEAD FEEDERS, RM20-1216 (Task-X025)"
RFPO-5532-M4109-1,11 Feb 2026,"PO for Supply of Rigging Gears (Webbing Slings, Round Slings, Chain Blocks, and Lever Hoists)",Lift N Shift Equipment Trading LLC,51704.0,AED,14078.69,14078.69,2585.2,703.93,54289.2,14782.63,5532,RFPO-5532-M4109,M4109,MVL Nepal,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-7616-V40003-1,11 Feb 2026,PO for Panel Board,Kelly & Hayes Electrical Industrial & Plumbing Supplies,10187.25,USD,10187.25,10187.25,0.0,0,10187.25,10187.25,7616,RFPO-7616-V40003,V40003,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7616 BIOT-121.82 REPAIRS TO BARRICADED STORAGE MODULES (F-840, 835, 834, 839 &amp; 841) &amp; CONSTRUCT CANOPY &amp; LOUVER (F-148)"
RFPO-5695-V40021-1,11 Feb 2026,PO for Pull Test Materials,Fastener Point LLC,14150.0,AED,3852.96,3852.96,0.0,0.0,14150.0,3852.96,5695,RFPO-5695-V40021,V40021,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"BIOT-121.16 N4008422F4476 QC1018 REPAIR BOLLARDS, POL PIER"
RFPO-6705-M4110-1,11 Feb 2026,PO for Load Interrupter Switch,TURTLE,166688.0,USD,166688.0,166688.0,0.0,0,166688.0,166688.0,6705,RFPO-6705-M4110,M4110,MVL Nepal,Mechanical Items,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-7073-V40015-1,11 Feb 2026,PO for pipe clamps and supports,"Scott & From Co., Inc.",13926.150000000001,USD,13926.150000000001,13926.150000000001,0.0,0,13926.150000000001,13926.150000000001,7073,RFPO-7073-V40015,V40015,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,BIOT-121.68 N4008424F4583 QC3078 Repairs To Concrete Water Tanks (X026)
