poNumber,poDate,poName,supplier,originalValue,currency,valueUSD,poSpendUSD,tax,taxUSD,netTotal,netTotalUSD,mainOrderId,orderId,entityCode,entity,material,materialCode,poVersion,isChangeOrder,poType,changeOrderGroup,changeOrderTotal,year,month,yearMonth,project
RFPO-1192-C6052-1,29 Jun 2017,PO for BAYMER SHPU 40-27A Polyurethane Foam System,Bayer Pearl LLC,885903.0,AED,241226.14,241226.14,0.0,0.0,885903.0,241226.14,1192,RFPO-1192-C6052,C6052,FIRESTOP,Polyurethane Foam,Chemicals,1,False,Base PO,1,1,2017,6,2017-06,MVL Firestop Bldg Material Trdg LLC
RFPO-1192-C6053-1,28 Jun 2017,PO for ELASTOSPRAY 1611/17,BASF Kanoo Polyurethanes LLC,362756.0,AED,98776.31,98776.31,0.0,0.0,362756.0,98776.31,1192,RFPO-1192-C6053,C6053,FIRESTOP,Polyurethane Foam,Chemicals,1,False,Base PO,1,1,2017,6,2017-06,MVL Firestop Bldg Material Trdg LLC
RFPO-1192-V4371-1,21 Jun 2017,PO for LAPOLLA 2500/3,ALAM ALIBDAA,900.0,AED,245.06,245.06,0.0,0.0,900.0,245.06,1192,RFPO-1192-V4371,V4371,FIRESTOP,Building Materials,Various,1,False,Base PO,1,1,2017,6,2017-06,MVL Firestop Bldg Material Trdg LLC
RFPO-1569-V4356-1,18 Jun 2017,PO for Ziad Business Cards,ALAM ALIBDAA,200.0,AED,54.46,54.46,0.0,0.0,200.0,54.46,1569,RFPO-1569-V4356,V4356,MACRO,Misc.,Various,1,False,Base PO,1,1,2017,6,2017-06,MVL Group Office Related POs
RFPO-1192-V4266-1,13 Jun 2017,"PO for Rockwool Thickness 50mm density 120kg/m3, size 1.2mtr x 0.6mtr",FUJAIRAH ROCKWOOL FACTORY,3586.8096,AED,976.67,976.67,0.0,0.0,3586.8096,976.67,1192,RFPO-1192-V4266,V4266,MACRO,Building Materials,Various,1,False,Base PO,1,1,2017,6,2017-06,MVL Firestop Bldg Material Trdg LLC
RFPO-1192-V4370-1,12 Jun 2017,PO for Lapolla A Isocyanate Stickers,ALAM ALIBDAA,350.0,AED,95.3,95.3,0.0,0.0,350.0,95.3,1192,RFPO-1192-V4370,V4370,FIRESTOP,Building Materials,Various,1,False,Base PO,1,1,2017,6,2017-06,MVL Firestop Bldg Material Trdg LLC
RFPO-1593-M4104-1,08 Jun 2017,PO for HUMIDITY SENSORS,Veris Industries,5808.0,USD,5808.0,5808.0,0.0,0,5808.0,5808.0,1593,RFPO-1593-M4104,M4104,MACRO,Mechanical Items,Mechanical,1,False,Base PO,1,1,2017,6,2017-06,W912D2-16-D-0002-1613-Humidity Controlled Warehouses Repair (MATOC)
RFPO-1192-V4369-1,08 Jun 2017,Service PO for Maintenance Work at MVL Warehouse,Art Acrylic Technical Services,1000.0,AED,272.29,272.29,0.0,0.0,1000.0,272.29,1192,RFPO-1192-V4369,V4369,FIRESTOP,Building Materials,Various,1,False,Base PO,1,1,2017,6,2017-06,MVL Firestop Bldg Material Trdg LLC
PO-1192-F7814-1,07 Jun 2017,PO for BULK GUN set,Green Fireproof Technologies,230.0,USD,230.0,230.0,0.0,0,230.0,230.0,1192,PO-1192-F7814,F7814,MVL FACILITIES,Firestop/ DC 315,Fire,1,False,Base PO,1,1,2017,6,2017-06,MVL Firestop Bldg Material Trdg LLC
RFPO-1581-E6801-1,29 May 2017,PO for JET Diesel Genset Model JP 60P3/65E3 SAC,JUBAILI BROS  WLL,35500.0,QAR,9752.75,9752.75,0.0,0.0,35500.0,9752.75,1581,RFPO-1581-E6801,E6801,MACRO,Electrical,Electrical,1,False,Base PO,1,1,2017,5,2017-05,MANUFACTURING NEW FIRE RATED  PORTACABIN  SIZE 1.5  X 1.5  MTR  WITH TRANSPORTATION
PO-1192-F7778-1,07 May 2017,PO for MVL-IL,ALAM ALIBDAA,1300.0,AED,353.98,353.98,0.0,0.0,1300.0,353.98,1192,PO-1192-F7778,F7778,MVL FACILITIES,Firestop/ DC 315,Fire,1,False,Base PO,1,1,2017,5,2017-05,MVL Firestop Bldg Material Trdg LLC
RFPO-1569-S9071-1,30 Apr 2017,PO for Supply and Installation of Vinyl Flooring,Floorworld LLC,2232.34,AED,607.85,607.85,0.0,0.0,2232.34,607.85,1569,RFPO-1569-S9071,S9071,MACRO,Design,Services,1,False,Base PO,1,1,2017,4,2017-04,MVL Group Office Related POs
RFPO-1094-V4352-1,26 Apr 2017,PO for Plan Swift 10.1 Take Off Software,Green Field Trading,4600.0,AED,1252.55,1252.55,0.0,0.0,4600.0,1252.55,1094,RFPO-1094-V4352,V4352,MACRO,Misc.,Various,1,False,Base PO,1,1,2017,4,2017-04,"UAE-131 W912ER-19-R-0001 Large Aircraft Maintenance Hangar, UAE"
RFPO-1192-C6051-1,26 Apr 2017,PO for Elastospray 1612/46 and 1611/17,BASF Kanoo Polyurethanes LLC,324300.0,AED,88304.97,88304.97,0.0,0.0,324300.0,88304.97,1192,RFPO-1192-C6051,C6051,FIRESTOP,Polyurethane Foam,Chemicals,1,False,Base PO,1,1,2017,4,2017-04,MVL Firestop Bldg Material Trdg LLC
RFPO-1192-C6047-1,18 Apr 2017,PO for Elastospray 1612/46 and 1611/17,BASF Kanoo Polyurethanes LLC,230300.0,AED,62709.33,62709.33,0.0,0.0,230300.0,62709.33,1192,RFPO-1192-C6047,C6047,FIRESTOP,Polyurethane Foam,Chemicals,1,False,Base PO,1,1,2017,4,2017-04,MVL Firestop Bldg Material Trdg LLC
RFPO-1581-V4251-1,02 Apr 2017,"PO for FUELING SYSTEM EQUIPMENTS, PIPING AND FITTINGS AND ACCESSORIES",OPKONS YAPI VE PETROL EKIPMANLARI DIS TIC. LTD. STI.,78426.66,USD,78426.66,78426.66,0.0,0,78426.66,78426.66,1581,RFPO-1581-V4251,V4251,MVL VENTURES,Building Materials,Various,1,False,Base PO,1,1,2017,4,2017-04,MANUFACTURING NEW FIRE RATED  PORTACABIN  SIZE 1.5  X 1.5  MTR  WITH TRANSPORTATION
PO-1005-V6971-4,02 Apr 2017,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,CMS LOGISTICS SERVICES,3300.0,USD,3300.0,3300.0,0.0,0,3300.0,3300.0,1005,PO-1005-V6971,V6971,MVL VENTURES,Misc.,Various,4,True,Change Order,4,4,2017,4,2017-04,Transportation Of Expansion Joints From China To Nepal
RFPO-1005-V4447-1,19 Mar 2017,"PO for Moving of Personal Effects From Dubai to 28831 Baveno, VB Italy FCL 1*20,24CBM","International Removals Division of Freight Systems Co, Ltd. (L.L.C)",18395.0,AED,5008.85,5008.85,0.0,0.0,18395.0,5008.85,1005,RFPO-1005-V4447,V4447,MICRON,Misc.,Various,1,False,Base PO,1,1,2017,3,2017-03,Transportation Of Expansion Joints From China To Nepal
RFPO-1192-V4368-1,19 Mar 2017,PO for LONG SLEEVE SHIRT + EMBROIDERY,ALAM ALIBDAA,1620.0,AED,441.12,441.12,0.0,0.0,1620.0,441.12,1192,RFPO-1192-V4368,V4368,FIRESTOP,Building Materials,Various,1,False,Base PO,1,1,2017,3,2017-03,MVL Firestop Bldg Material Trdg LLC
QATAR-1,08 Mar 2017,PO for SUPPLY AND ERECTION OF PRECAST PERIMETER BARRIERS (ALASKA & JERSEY),Union Precast Factory Qatar LLC,2974915.5,QAR,817284.48,817284.48,0.0,0.0,2974915.5,817284.48,1,QATAR-1,,Unknown,Various,Various,1,False,Base PO,1,1,2017,3,2017-03,PO for SUPPLY AND ERECTION OF PRECAST PERIMETER BARRIERS (ALASKA & JERSEY)
RFPO-1593-M4103-1,05 Mar 2017,PO for SNTB CONDENSING UNIT,Leminar Air Conditioning Co. (W.L.L.),345000.0,USD,345000.0,345000.0,0.0,0,345000.0,345000.0,1593,RFPO-1593-M4103,M4103,MACRO,Mechanical Items,Mechanical,1,False,Base PO,1,1,2017,3,2017-03,W912D2-16-D-0002-1613-Humidity Controlled Warehouses Repair (MATOC)
RFPO-1192-V4265-1,05 Mar 2017,PO for D64T50 - ROCKWOOL 120*60*5CM/SHEET,FUJAIRAH ROCKWOOL FACTORY,29417.76,AED,8010.28,8010.28,0.0,0.0,29417.76,8010.28,1192,RFPO-1192-V4265,V4265,MACRO,Building Materials,Various,1,False,Base PO,1,1,2017,3,2017-03,MVL Firestop Bldg Material Trdg LLC
PO-1005-C6013-19,14 Feb 2017,PO for APPLICATION OF PU FOAM SPRAY,AL RAFID INSULATION CONTRACTING L.L.C,29960.0,AED,8157.93,8157.93,0.0,0.0,29960.0,8157.93,1005,PO-1005-C6013-19,C6013,CENTRICO,Chemicals,Chemicals,19,False,Base PO,1,1,2017,2,2017-02,Transportation Of Expansion Joints From China To Nepal
RFPO-1192-V4367-1,13 Feb 2017,PO for INSS1186 SIZE 17*13 CM (SL) COLORED PRINTING 2 DIFFERENT DATES,ALAM ALIBDAA,225.0,AED,61.27,61.27,0.0,0.0,225.0,61.27,1192,RFPO-1192-V4367,V4367,FIRESTOP,Building Materials,Various,1,False,Base PO,1,1,2017,2,2017-02,MVL Firestop Bldg Material Trdg LLC
PO-1005-C6013-18,12 Feb 2017,3 SETS OF DESMONDUR 44V20L ( FIRE RATED SYSTEM) AND SHPU40FS141/32B (FIRE RATED SYSTEM),Bayer Pearl LLC,14452.5,AED,3935.33,3935.33,0.0,0.0,14452.5,3935.33,1005,PO-1005-C6013-18,C6013,CENTRICO,Chemicals,Chemicals,18,False,Base PO,1,1,2017,2,2017-02,Transportation Of Expansion Joints From China To Nepal
RFPO-1569-V4255-1,07 Feb 2017,"PO for SOPHIA - EXECUTIVE SINGLE SEATER SOFA WITH CHROME LEGS, UPHOLSTERED IN ORANGE PVC",BLUE CROWN FURNITURE (LLC),1400.0,AED,381.21,381.21,0.0,0.0,1400.0,381.21,1569,RFPO-1569-V4255,V4255,MACRO,Misc.,Various,1,False,Base PO,1,1,2017,2,2017-02,MVL Group Office Related POs
RFPO-1192-C6034-1,07 Feb 2017,PO for Polyurerthane Foam System,BASF Kanoo Polyurethanes LLC,115616.0,AED,31481.55,31481.55,0.0,0.0,115616.0,31481.55,1192,RFPO-1192-C6034,C6034,FIRESTOP,Polyurethane Foam,Chemicals,1,False,Base PO,1,1,2017,2,2017-02,MVL Firestop Bldg Material Trdg LLC
RFPO-1569-V4254-1,05 Feb 2017,PO for Rectangular Desk (Conference Table),BLUE CROWN FURNITURE (LLC),6000.0,AED,1633.76,1633.76,0.0,0.0,6000.0,1633.76,1569,RFPO-1569-V4254,V4254,MACRO,Misc.,Various,1,False,Base PO,1,1,2017,2,2017-02,MVL Group Office Related POs
RFPO-1569-V4253-1,01 Feb 2017,PO for BCF 128 XL 101SW - Metal full height cabinet with swing doors in  grey / beige finish. (with 4 shelves) Size : (W92 x D46 x H180cm),BLUE CROWN FURNITURE (LLC),485.0,AED,132.06,132.06,0.0,0.0,485.0,132.06,1569,RFPO-1569-V4253,V4253,MACRO,Misc.,Various,1,False,Base PO,1,1,2017,2,2017-02,MVL Group Office Related POs
RFPO-1569-V4354-1,30 Jan 2017,PO for Mr. Marty Muller Business Card,ALAM ALIBDAA,600.0,AED,163.38,163.38,0.0,0.0,600.0,163.38,1569,RFPO-1569-V4354,V4354,MACRO,Misc.,Various,1,False,Base PO,1,1,2017,1,2017-01,MVL Group Office Related POs
RFPO-1593-M4102-1,29 Jan 2017,PO for EST - 1002 6 - 1 : STEAM CYLINDER FOR THREE PHASE MDS/MDD UNITS,Morex Inc.,14369.25,USD,14369.25,14369.25,0.0,0,14369.25,14369.25,1593,RFPO-1593-M4102,M4102,MACRO,Mechanical Items,Mechanical,1,False,Base PO,1,1,2017,1,2017-01,W912D2-16-D-0002-1613-Humidity Controlled Warehouses Repair (MATOC)
PO-1005-C6013-17,29 Jan 2017,PO for Baymer SHPU40FS 141/2B,Bayer Pearl LLC,9635.0,AED,2623.55,2623.55,0.0,0.0,9635.0,2623.55,1005,PO-1005-C6013-17,C6013,CENTRICO,Chemicals,Chemicals,17,False,Base PO,1,1,2017,1,2017-01,Transportation Of Expansion Joints From China To Nepal
RFPO-1569-V4252-1,26 Jan 2017,"PO for SOPHIA - EXECUTIVE SINGLE SEATER SOFA WITH CHROME LEGS, UPHOLSTERED IN ORANGE PVC",BLUE CROWN FURNITURE (LLC),7490.0,AED,2039.48,2039.48,0.0,0.0,7490.0,2039.48,1569,RFPO-1569-V4252,V4252,MACRO,Misc.,Various,1,False,Base PO,1,1,2017,1,2017-01,MVL Group Office Related POs
RFPO-1192-C6033-1,23 Jan 2017,PO for ISOPMDI92140,BASF Kanoo Polyurethanes LLC,28904.0,AED,7870.39,7870.39,0.0,0.0,28904.0,7870.39,1192,RFPO-1192-C6033,C6033,FIRESTOP,Polyurethane Foam,Chemicals,1,False,Base PO,1,1,2017,1,2017-01,MVL Firestop Bldg Material Trdg LLC
RFPO-1192-V4366-1,19 Jan 2017,PO for Flyer 350 GSM Printing 4 color 2 side Matt Lamination 2 Side 48 X16.5 cm,ALAM ALIBDAA,1900.0,AED,517.36,517.36,0.0,0.0,1900.0,517.36,1192,RFPO-1192-V4366,V4366,FIRESTOP,Building Materials,Various,1,False,Base PO,1,1,2017,1,2017-01,MVL Firestop Bldg Material Trdg LLC
RFPO-1569-V4353-1,19 Jan 2017,"PO for IP PBX System UCM 6208 , 8 FXO Support, 60 Concurrent calls, Call Recording, Voice mail, multiple IVR & Call forwarding",VECTOR Digital Systems LLC,27000.0,AED,7351.94,7351.94,0.0,0.0,27000.0,7351.94,1569,RFPO-1569-V4353,V4353,MACRO,Misc.,Various,1,False,Base PO,1,1,2017,1,2017-01,MVL Group Office Related POs
RFPO-1192-V4365-1,05 Jan 2017,PO for LPA Stickers Size 43 X 21 cm Colored printing,ALAM ALIBDAA,650.0,AED,176.99,176.99,0.0,0.0,650.0,176.99,1192,RFPO-1192-V4365,V4365,FIRESTOP,Building Materials,Various,1,False,Base PO,1,1,2017,1,2017-01,MVL Firestop Bldg Material Trdg LLC
RFPO-637-V6856-2,22 Dec 2016,NINE MONTHS WARRANTY DEFICIENCIES,HAMIDULLAH,1351.8,USD,1351.8,1351.8,0.0,0,1351.8,1351.8,637,RFPO-637-V6856,V6856,MACRO,Building Materials,Various,2,True,Change Order,2,2,2016,12,2016-12,NINE MONTHS WARRANTY DEFICIENCIES
RFPO-1595-V4251-1,22 Dec 2016,PO for 19BLK625IW / 19MM 6X25 WIRE  ROPE IWRC BLK,Dutest Qatar W.L.L.,44349.42,QAR,12183.91,12183.91,0.0,0.0,44349.42,12183.91,1595,RFPO-1595-V4251,V4251,MVL VENTURES,Misc.,Various,1,False,Base PO,1,1,2016,12,2016-12,MATOC W912D2-16-D-0002-1513-CAS Road Marking Improvement (MATOC)  - SUPPLY OF PAINTS AND GLASS BEADS
RFPO-1192-C6029-1,22 Dec 2016,PO for Elastospray 1611/17 Polyurethane Foam,BASF Kanoo Polyurethanes LLC,135280.0,AED,36835.94,36835.94,0.0,0.0,135280.0,36835.94,1192,RFPO-1192-C6029,C6029,FIRESTOP,Polyurethane Foam,Chemicals,1,False,Base PO,1,1,2016,12,2016-12,MVL Firestop Bldg Material Trdg LLC
RFPO-1192-V4264-1,20 Dec 2016,PO for Rockwool Slab Unfaced (D160T50),FUJAIRAH ROCKWOOL FACTORY,40992.335999999996,AED,11161.97,11161.97,0.0,0.0,40992.335999999996,11161.97,1192,RFPO-1192-V4264,V4264,MACRO,Building Materials,Various,1,False,Base PO,1,1,2016,12,2016-12,MVL Firestop Bldg Material Trdg LLC
RFPO-637-V6856-1,15 Dec 2016,NINE MONTHS WARRANTY DEFICIENCIES,HAMIDULLAH,1234.8,USD,1234.8,1234.8,0.0,0,1234.8,1234.8,637,RFPO-637-V6856,V6856,MACRO,Building Materials,Various,1,False,Base PO,2,2,2016,12,2016-12,NINE MONTHS WARRANTY DEFICIENCIES
RFPO-1608-V4251-1,15 Dec 2016,PO for A7162,Francis Search Light Limited,8861.0,GBP,11216.46,11216.46,0.0,0.0,8861.0,11216.46,1608,RFPO-1608-V4251,V4251,MVL VENTURES,Building Materials,Various,1,False,Base PO,1,1,2016,12,2016-12,Francis Search Light A7162 And D21229
PO-1569-V4251-3,14 Dec 2016,PO for Fit Out Work (1803),Enterprise Integrate,146000.0,AED,39754.94,39754.94,0.0,0.0,146000.0,39754.94,1569,PO-1569-V4251,V4251,MVL VENTURES,Misc.,Various,3,True,Change Order,3,3,2016,12,2016-12,MVL Group Office Related POs
PO-1005-C6013-16,14 Dec 2016,3 sets of Desmondur 44v20L 250KG/DRUM and Baymer SHPU-40FS140-27A 220KG/DRUM and 3 sets of Desmondur44V20L 250KG/Drum and Baymer SHPU40FS141/32B,Bayer Pearl LLC,25098.0,AED,6834.04,6834.04,0.0,0.0,25098.0,6834.04,1005,PO-1005-C6013-16,C6013,CENTRICO,Chemicals,Chemicals,16,False,Base PO,1,1,2016,12,2016-12,Transportation Of Expansion Joints From China To Nepal
RFPO-1569-V4351-1,14 Dec 2016,PO for KONNECT CLUSTER OF 3 WORKSTATIONS EACH DESK 120*60CM,BAFCO TRADING LLC,42765.0,AED,11644.66,11644.66,0.0,0.0,42765.0,11644.66,1569,RFPO-1569-V4351,V4351,MACRO,Misc.,Various,1,False,Base PO,1,1,2016,12,2016-12,MVL Group Office Related POs
PO-1569-V4251-2,14 Dec 2016,PO for Fit Out Work (1803),Enterprise Integrate,131000.0,AED,35670.52,35670.52,0.0,0.0,131000.0,35670.52,1569,PO-1569-V4251,V4251,MVL VENTURES,Misc.,Various,2,True,Change Order,3,3,2016,12,2016-12,MVL Group Office Related POs
PO-1192-F7464-1,08 Dec 2016,PO for ROCKWOOL SLAB UNFACED,FUJEIRA ROCKWOOL FACTORY,18293.760000000002,AED,4981.28,4981.28,0.0,0.0,18293.760000000002,4981.28,1192,PO-1192-F7464,F7464,MVL FACILITIES,Firestop/ DC 315,Fire,1,False,Base PO,1,1,2016,12,2016-12,MVL Firestop Bldg Material Trdg LLC
RFPO-982-S9031-1,06 Dec 2016,"PO for Remove existing and replace with new, Digital Board A32 for Diesel Generators No.1 and No.6. Including Additional Card for Gen Set 09",Metron International,59000.0,USD,59000.0,59000.0,0.0,0,59000.0,59000.0,982,RFPO-982-S9031,S9031,MVL SOLUTIONS,Subcontract,Services,1,False,Base PO,1,1,2016,12,2016-12,MFNDU
RFPO-1192-V4263-1,05 Dec 2016,PO for ROCKWOOL SLAB UNFACED,FUJEIRA ROCKWOOL FACTORY,4573.4400000000005,AED,1245.32,1245.32,0.0,0.0,4573.4400000000005,1245.32,1192,RFPO-1192-V4263,V4263,MACRO,Building Materials,Various,1,False,Base PO,1,1,2016,12,2016-12,MVL Firestop Bldg Material Trdg LLC
RFPO-1592-T1000-1,30 Nov 2016,PO for SELF CONTAINED BREATHING APPARATUS (SCBA),VOYAGE MARINE,3200.0,AED,871.34,871.34,0.0,0.0,3200.0,871.34,1592,RFPO-1592-T1000,T1000,MVL TRADING,Tools,Tools,1,False,Base PO,1,1,2016,11,2016-11,"W5J9JE-16-C-0013 - Afghan National Police, Police Academy Female Staff College"
RFPO-1592-V4251-1,30 Nov 2016,PO for SAFETY HARD HATS AND SAFETY VEST AS PER ATTACHED SPECIFICATIONS AND STICKERS,CALA LOGISTICS SERVICES,2876.3,USD,2876.3,2876.3,0.0,0,2876.3,2876.3,1592,RFPO-1592-V4251,V4251,MVL VENTURES,Building Materials,Various,1,False,Base PO,1,1,2016,11,2016-11,"W5J9JE-16-C-0013 - Afghan National Police, Police Academy Female Staff College"
PO-1005-C6013-14,21 Nov 2016,PO for Baymer SHPU40FS 141/2B AND DESMODUR 44V20L,Bayer Pearl LLC,13888.5,AED,3781.76,3781.76,0.0,0.0,13888.5,3781.76,1005,PO-1005-C6013-14,C6013,CENTRICO,Chemicals,Chemicals,14,False,Base PO,1,1,2016,11,2016-11,Transportation Of Expansion Joints From China To Nepal
PO-1192-F7469-1,17 Nov 2016,PO for INSS1186 Production/Manufacture and Expiry Date Sticker Printing,ALAM ALIBDAA,275.0,AED,74.88,74.88,0.0,0.0,275.0,74.88,1192,PO-1192-F7469,F7469,MVL FACILITIES,Firestop/ DC 315,Fire,1,False,Base PO,1,1,2016,11,2016-11,MVL Firestop Bldg Material Trdg LLC
PO-1005-E6981-1,17 Nov 2016,PO for Electric Heater-2KW,GLEN DIMPLEX IRELAND,300.0,GBP,379.75,379.75,0.0,0.0,300.0,379.75,1005,PO-1005-E6981,E6981,MVL ENERGY,Electrical,Electrical,1,False,Base PO,2,2,2016,11,2016-11,Transportation Of Expansion Joints From China To Nepal
PO-1005-E6981-2,17 Nov 2016,PO for Panasonic Ceiling Fan - Same as Supplied Before,Al Futtaim Panatech LLC,910.0,AED,247.79,247.79,0.0,0.0,910.0,247.79,1005,PO-1005-E6981,E6981,MVL ENERGY,Electrical,Electrical,2,True,Change Order,2,2,2016,11,2016-11,Transportation Of Expansion Joints From China To Nepal
PO-1005-V6971-3,10 Nov 2016,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,"Chongqing JUYI Industry Co., Ltd.",12760.0,USD,12760.0,12760.0,0.0,0,12760.0,12760.0,1005,PO-1005-V6971,V6971,MVL VENTURES,Misc.,Various,3,True,Change Order,4,4,2016,11,2016-11,Transportation Of Expansion Joints From China To Nepal
PO-1005-V6971-2,03 Nov 2016,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,"Chongqing JUYI Industry Co., Ltd.",11960.0,USD,11960.0,11960.0,0.0,0,11960.0,11960.0,1005,PO-1005-V6971,V6971,MVL VENTURES,Misc.,Various,2,True,Change Order,4,4,2016,11,2016-11,Transportation Of Expansion Joints From China To Nepal
PO-1005-C6013-13,31 Oct 2016,PO for APPLICATION OF POLYURETHANE FOAM,AL RAFID INSULATION CONTRACTING L.L.C,38281.5,AED,10423.83,10423.83,0.0,0.0,38281.5,10423.83,1005,PO-1005-C6013-13,C6013,CENTRICO,Chemicals,Chemicals,13,False,Base PO,1,1,2016,10,2016-10,Transportation Of Expansion Joints From China To Nepal
PO-1005-V6971-1,27 Oct 2016,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,"Chongqing JUYI Industry Co., Ltd.",13070.0,USD,13070.0,13070.0,0.0,0,13070.0,13070.0,1005,PO-1005-V6971,V6971,MVL VENTURES,Misc.,Various,1,False,Base PO,4,4,2016,10,2016-10,Transportation Of Expansion Joints From China To Nepal
RFPO-1614-V4251-1,09 Oct 2016,DT7M DYNATOWER,DYNA SYSTEMS LIMITED,242020.0,USD,242020.0,242020.0,0.0,0,242020.0,242020.0,1614,RFPO-1614-V4251,V4251,MVL VENTURES,Building Materials,Various,1,False,Base PO,1,1,2016,10,2016-10,(QR-136) W912D2-16-D-0002-1601 Guard Tower 16 Demolition And Reconstruction
PO-1005-C6013-12,29 Sep 2016,Baymer SHPU40FS 141/2B AND DESMODUR 44V20L,Bayer Pearl LLC,48462.0,AED,13195.92,13195.92,0.0,0.0,48462.0,13195.92,1005,PO-1005-C6013-12,C6013,CENTRICO,Chemicals,Chemicals,12,False,Base PO,1,1,2016,9,2016-09,Transportation Of Expansion Joints From China To Nepal
PO-1005-C6013-10,28 Sep 2016,PO for APPLICATION OF SPRAY POLYURETHANE FOAM WITH 5 CM THICKNESS FOR KEMPINSKI PALM JUMEIRAH DXB,AL RAFID INSULATION CONTRACTING L.L.C,30000.0,AED,8168.82,8168.82,0.0,0.0,30000.0,8168.82,1005,PO-1005-C6013-10,C6013,CENTRICO,Chemicals,Chemicals,10,False,Base PO,1,1,2016,9,2016-09,Transportation Of Expansion Joints From China To Nepal
PO-1005-C6013-11,28 Sep 2016,PO for Polyurethane System/ Insulation Material,BASF Kanoo Polyurethanes LLC,4125.0,AED,1123.21,1123.21,0.0,0.0,4125.0,1123.21,1005,PO-1005-C6013-11,C6013,CENTRICO,Chemicals,Chemicals,11,False,Base PO,1,1,2016,9,2016-09,Transportation Of Expansion Joints From China To Nepal
PO-1005-M6995-2,28 Sep 2016,PO for ONICON D-100-N2 DISPLAY FOR JCI METASYS D-100-N2 D -100 WITH JOHNSON CONTROLS METASYS N2 INTERFACE,Johnson Controls,18600.0,AED,5064.67,5064.67,0.0,0.0,18600.0,5064.67,1005,PO-1005-M6995,M6995,MACRO,Mechanical Items,Mechanical,2,True,Change Order,2,2,2016,9,2016-09,Transportation Of Expansion Joints From China To Nepal
PO-1005-E6980-1,26 Sep 2016,Panasonic Ceiling Fan - Same as Supplied Before,Al Futtaim Panatech LLC,7800.0,AED,2123.89,2123.89,0.0,0.0,7800.0,2123.89,1005,PO-1005-E6980,E6980,MVL ENERGY,Electrical,Electrical,1,False,Base PO,1,1,2016,9,2016-09,Transportation Of Expansion Joints From China To Nepal
PO-1005-M6995-1,25 Sep 2016,PO for ONICON D-100-N2 DISPLAY FOR JCI METASYS D-100-N2 D -100 WITH JOHNSON CONTROLS METASYS N2 INTERFACE,ALMI INTERNATIONAL F.Z.E,41000.0,AED,11164.06,11164.06,0.0,0.0,41000.0,11164.06,1005,PO-1005-M6995,M6995,MACRO,Mechanical Items,Mechanical,1,False,Base PO,2,2,2016,9,2016-09,Transportation Of Expansion Joints From China To Nepal
PO-1005-V6973-1,22 Sep 2016,"PO for Cooler Glass Door Merchandiser Refrigerator - Single Swing Door, 24 Cu Ft. Capacity, 4 Shelves, R-134A Refrigerant, Power 220/240V, 50/60Hz, Size 28.5 in length x 32 in. dia x 79.25 in height",MAZAYA AL EMARATE Co. L.L.C,100800.0,AED,27447.24,27447.24,0.0,0.0,100800.0,27447.24,1005,PO-1005-V6973,V6973,MVL VENTURES,Misc.,Various,1,False,Base PO,1,1,2016,9,2016-09,Transportation Of Expansion Joints From China To Nepal
RFPO-982-V4259-1,21 Sep 2016,PO for Videographer / Video Editiing for O and M Training Medium Quality,Mohammadi Store,2263.8,USD,2263.8,2263.8,0.0,0,2263.8,2263.8,982,RFPO-982-V4259,V4259,MACRO,Building Materials,Various,1,False,Base PO,1,1,2016,9,2016-09,MFNDU
PO-916-3185-1,08 Sep 2016,PO for Back Rod-30m,ARAB SUPPLIERS,275.0,AED,74.88,74.88,0.0,0.0,275.0,74.88,916,PO-916-3185,3185,Unknown,Various,Various,1,False,Base PO,1,1,2016,9,2016-09,PO for Back Rod-30m
RFPO-637-A5310-2,06 Sep 2016,PO for Adjustment of Each Lock / Repairing Revised,AZIZ ULLAH NASARY WARDAK LTD,520.0,USD,520.0,520.0,0.0,0,520.0,520.0,637,RFPO-637-A5310,A5310,MACRO,Paints,Architectural,2,True,Change Order,2,2,2016,9,2016-09,NINE MONTHS WARRANTY DEFICIENCIES
PO-1005-C6013-9,05 Sep 2016,PO for Baymer SHPU40FS 141/2B,Bayer Pearl LLC,25840.0,AED,7036.08,7036.08,0.0,0.0,25840.0,7036.08,1005,PO-1005-C6013-9,C6013,CENTRICO,Chemicals,Chemicals,9,False,Base PO,1,1,2016,9,2016-09,Transportation Of Expansion Joints From China To Nepal
PO-1005-C6013-8,01 Sep 2016,PO for APPLICATION OF SPRAY POLYURETHANE FOAM WITH 5 CM THICKNESS FOR KEMPINSKI PALM JUMEIRAH DXB,RGMC Technical Services,20000.0,AED,5445.88,5445.88,0.0,0.0,20000.0,5445.88,1005,PO-1005-C6013-8,C6013,CENTRICO,Chemicals,Chemicals,8,False,Base PO,1,1,2016,9,2016-09,Transportation Of Expansion Joints From China To Nepal
