totalQuotations,totalPOs,winRate,totalQuotationValueUSD,totalPOSpendUSD,revisionCount,totalQuotationTaxUSD,totalQuotationNetUSD,quotationsWithTax,revisionLetter_C,revisionLetter_A,revisionLetter_B,revisionLetter_D
3941,3613,91.7,258287958.86,412649587.31,219,1578990.39,259866949.37,872,7,178,33,1
