source_file,extraction_date,total_records,version,has_location_data,geocoded_count,last_improved,improvements_emails_cleaned,improvements_phones_standardized,improvements_contacts_parsed,improvements_geocoded_new,improvements_scores_calculated
MVL_Suppliers_List_ENRICHED.xlsx,2026-02-09,2189,1.0,True,20,2026-02-09,156,788,1957,0,2189
